,ID,Name,Address,Category,Location,Lat,Lng,Details,Subcategory,Polarity
20,228126,Eaton House Hotel,"125 Ebury Street, London, United Kingdom",accommodation,London,51.493595,-0.149796,http://tour-pedia.org/api/getPlaceDetails?id=228126,-,-
21,228128,Marlin Tower Bridge - Aldgate,"58 Commercial Road, Aldgate, United Kingdom",accommodation,London,51.514665,-0.067722,http://tour-pedia.org/api/getPlaceDetails?id=228128,-,-
22,228154,The Knightsbridge Apartments,"The Knightsbridge Apartments, 199 Knightsbridge, London SW7 1RH, UK",accommodation,London,51.5013839,-0.1636746,http://tour-pedia.org/api/getPlaceDetails?id=228154,-,-
23,228174,Blueprint Living Apartments,"22 Red Lion St, London, United Kingdom",accommodation,London,51.519398,-0.117064,http://tour-pedia.org/api/getPlaceDetails?id=228174,-,-
24,228177,L & B,"6-7 Motcomb St, London, United Kingdom",accommodation,London,51.499442,-0.156294,http://tour-pedia.org/api/getPlaceDetails?id=228177,-,-
25,228194,Dreamhouse Apartments,"Cyrus Street, London, United Kingdom",accommodation,London,51.526104,-0.100612,http://tour-pedia.org/api/getPlaceDetails?id=228194,-,-
26,228195,Novotel London Tower Bridge,"Novotel London Tower Bridge, 10 Pepys St, London EC3N 2NU, UK",accommodation,London,51.5107854,-0.0770819,http://tour-pedia.org/api/getPlaceDetails?id=228195,-,-
27,228201,Bridgestreet Edge,"EC1 Cars, Old Street, London, United Kingdom",accommodation,London,51.524001,-0.096131,http://tour-pedia.org/api/getPlaceDetails?id=228201,-,-
28,228206,Blair Victoria,"78-84 Warwick Way, London, United Kingdom",accommodation,London,51.49143,-0.142221,http://tour-pedia.org/api/getPlaceDetails?id=228206,-,-
29,228218,Studios@82,"SW1 Osteopath, Grosvenor Gardens, London, United Kingdom",accommodation,London,51.496294,-0.1456,http://tour-pedia.org/api/getPlaceDetails?id=228218,-,-
30,228231,"The Garden Room, Luxury Smoking Venue","The Lanesborough, a St Regis Hotel, London, United Kingdom",accommodation,London,51.502565,-0.15295,http://tour-pedia.org/api/getPlaceDetails?id=228231,-,-
31,228235,One,"One, Bayswater Rd, London W2 3HN, UK",accommodation,London,51.5108492,-0.18481,http://tour-pedia.org/api/getPlaceDetails?id=228235,-,-
32,228236,Relocabroad Apartments,"65 Weymouth St, London, United Kingdom",accommodation,London,51.517214,-0.135577,http://tour-pedia.org/api/getPlaceDetails?id=228236,-,-
33,228237,1 Victoria,"1 Victoria, London SW1E 5ND, UK",accommodation,London,51.4964238,-0.1439207,http://tour-pedia.org/api/getPlaceDetails?id=228237,-,-
34,228266,London,"Marylebone, London W1G, UK",accommodation,London,51.5226658,-0.1483494,http://tour-pedia.org/api/getPlaceDetails?id=228266,-,-
35,228295,Haven Hotel,"Haven Hotel, 6-8 Sussex Gardens, London W2 1UL, UK",accommodation,London,51.5179156,-0.1685013,http://tour-pedia.org/api/getPlaceDetails?id=228295,-,-
36,228383,Bridge,"Shoreditch, 98a Curtain Road, London, United Kingdom",accommodation,London,51.524954,-0.08024,http://tour-pedia.org/api/getPlaceDetails?id=228383,-,0
37,228303,Hostel Houses,"43 Vespan Road, London, United Kingdom",accommodation,London,51.505172,-0.240576,http://tour-pedia.org/api/getPlaceDetails?id=228303,-,-
38,228352,Sapphire Capital Partners LLP,"34 S Molton St, London, United Kingdom",accommodation,London,51.514228,-0.148746,http://tour-pedia.org/api/getPlaceDetails?id=228352,-,0
39,228311,Knaresborough Ltd,"4 Knaresborough Place, London, United Kingdom",accommodation,London,51.494233,-0.190988,http://tour-pedia.org/api/getPlaceDetails?id=228311,-,5
40,228312,Boutique London Lets Thames View,"Flat 79, Bridge House, 18 St George Wharf, Vauxhall, London, United Kingdom",accommodation,London,51.486306,-0.12542,http://tour-pedia.org/api/getPlaceDetails?id=228312,-,-
41,228317,Beaufort House,"45 Beaufort Gardens, London, United Kingdom",accommodation,London,51.498261,-0.165273,http://tour-pedia.org/api/getPlaceDetails?id=228317,-,-
42,228338,Angel,"Angel, London N1, UK",accommodation,London,51.53262,-0.10587,http://tour-pedia.org/api/getPlaceDetails?id=228338,-,-
43,228341,Refresh Accommodation,"117 Sydney St, London, United Kingdom",accommodation,London,51.488701,-0.169806,http://tour-pedia.org/api/getPlaceDetails?id=228341,-,-
44,228344,onefinestay: Kensington Holiday Home,"Campden Hill Road, London, United Kingdom",accommodation,London,51.504811,-0.197797,http://tour-pedia.org/api/getPlaceDetails?id=228344,-,-
45,228348,Marylebone House,"Marylebone House, 52-54 St John St, London EC1M 4HF, UK",accommodation,London,51.5212805,-0.1013096,http://tour-pedia.org/api/getPlaceDetails?id=228348,-,-
46,228351,Clarendon Steward St,"4 Steward St, United Kingdom",accommodation,London,51.518786,-0.077732,http://tour-pedia.org/api/getPlaceDetails?id=228351,-,-
47,228358,2BR - Chelsea/South Kensington - FGPM1,"37 Kempsford Gardens, 37 Kempsford Gardens, London, United Kingdom",accommodation,London,51.489291,-0.19481,http://tour-pedia.org/api/getPlaceDetails?id=228358,-,-
48,228360,Whitechapel,"Whitechapel, London E1, UK",accommodation,London,51.5139486,-0.0707284,http://tour-pedia.org/api/getPlaceDetails?id=228360,-,-
49,228365,Crawford House,"Crawford House, 75 Warner Rd, Camberwell, London SE5 9NE, UK",accommodation,London,51.4727026,-0.097068,http://tour-pedia.org/api/getPlaceDetails?id=228365,-,-
50,228369,Egerton House,"Egerton House, 59 Belgrave Rd, Pimlico, London SW1V 2BE, UK",accommodation,London,51.4904197,-0.1378696,http://tour-pedia.org/api/getPlaceDetails?id=228369,-,-
51,228370,Blueprint Estate Agents,"57 Commercial St, London, United Kingdom",accommodation,London,51.517767,-0.07368,http://tour-pedia.org/api/getPlaceDetails?id=228370,-,-
52,228400,Flexistay Central Serviced Apartments,"68 Charlotte Street, London, United Kingdom",accommodation,London,51.520307,-0.136478,http://tour-pedia.org/api/getPlaceDetails?id=228400,-,-
53,228404,The French Collection,"The French Collection, 58-60 Fitzroy St, Kings Cross, London W1T 5BU, UK",accommodation,London,51.5240721,-0.1402883,http://tour-pedia.org/api/getPlaceDetails?id=228404,-,-
54,228410,London Short Letting Apartments,"7 Spring Street, London, Paddington, United Kingdom",accommodation,London,51.51451,-0.175541,http://tour-pedia.org/api/getPlaceDetails?id=228410,-,-
55,228415,Piccadilly Circus,"Piccadilly Circus, London, UK",accommodation,London,51.5101359,-0.1350575,http://tour-pedia.org/api/getPlaceDetails?id=228415,-,-
56,228416,Zen Apartments,"Discovery Dock East, 3 S Quay Square Canary Wharf, London, United Kingdom",accommodation,London,51.501293,-0.018395,http://tour-pedia.org/api/getPlaceDetails?id=228416,-,-
57,228419,UNITE Student Living in Canto Court London,"122 Old St, London, United Kingdom",accommodation,London,51.524909,-0.092452,http://tour-pedia.org/api/getPlaceDetails?id=228419,-,0
58,228428,Tower Bridge Apartments,"Tower Bridge Apartments, Greenford Rd, Harrow, Greater London HA1 3QP, UK",accommodation,London,51.5578429,-0.3351475,http://tour-pedia.org/api/getPlaceDetails?id=228428,-,-
59,228434,72QT - The London Latvian Centre,"72 Queensborough Terrace, London, United Kingdom",accommodation,London,51.511572,-0.185089,http://tour-pedia.org/api/getPlaceDetails?id=228434,-,-
60,228437,St Vincent House,"30 Orange St, London, United Kingdom",accommodation,London,51.509198,-0.130091,http://tour-pedia.org/api/getPlaceDetails?id=228437,-,-
61,228440,Concept Studio Apartments,"1 Prince's Square, London, United Kingdom",accommodation,London,51.512746,-0.193071,http://tour-pedia.org/api/getPlaceDetails?id=228440,-,-
62,228442,Casson Conder Partnership,"29A Thurloe Pl, London, United Kingdom",accommodation,London,51.494846,-0.17412,http://tour-pedia.org/api/getPlaceDetails?id=228442,-,-
63,228443,Cumberland Apartments,"Great Cumberland Pl, London, United Kingdom",accommodation,London,51.515031,-0.159622,http://tour-pedia.org/api/getPlaceDetails?id=228443,-,-
64,228453,Access Accommodation,"16 Leinster Square, London, United Kingdom",accommodation,London,51.514226,-0.192003,http://tour-pedia.org/api/getPlaceDetails?id=228453,-,-
65,228456,Holland Apartments,"49 Holland Rd, London, United Kingdom",accommodation,London,51.500577,-0.211466,http://tour-pedia.org/api/getPlaceDetails?id=228456,-,-
66,228461,Brackenbury Serviced Apartments,"105 Hammersmith Grove, London, United Kingdom",accommodation,London,51.497701,-0.22751,http://tour-pedia.org/api/getPlaceDetails?id=228461,-,-
67,228462,Astra Apartments,"Astra Apartments, 250 Globe Rd, London E2 0LW, UK",accommodation,London,51.5275378,-0.0508107,http://tour-pedia.org/api/getPlaceDetails?id=228462,-,-
68,228468,Warwick Square by onefinestay,"Warwick Square, London, United Kingdom",accommodation,London,51.490596,-0.141048,http://tour-pedia.org/api/getPlaceDetails?id=228468,-,-
69,228473,Access Kensington Olympia,"London, United Kingdom",accommodation,London,51.49498,-0.210738,http://tour-pedia.org/api/getPlaceDetails?id=228473,-,-
70,228480,Skyline Worldwide,"London, 5 Raleigh House, Canary Wharf, London, United Kingdom",accommodation,London,51.504879,-0.020988,http://tour-pedia.org/api/getPlaceDetails?id=228480,-,-
71,228490,Falcon Apartments,"Laybourne House, Admirals Way, London, United Kingdom",accommodation,London,51.501571,-0.020418,http://tour-pedia.org/api/getPlaceDetails?id=228490,-,-
72,228498,Staybridge Suites London - Stratford City,"10b Chestnut Plaza, Westfield Stratford City, London, United Kingdom",accommodation,London,51.542472,-0.004195,http://tour-pedia.org/api/getPlaceDetails?id=228498,-,-
73,228501,PRINCE REGENT HOTEL EXCEL LONDON,"361-363 Prince Regent Lane, London, United Kingdom",accommodation,London,51.514031,0.031784,http://tour-pedia.org/api/getPlaceDetails?id=228501,-,-
74,228507,Regent's Canal,"Regent's Canal, London, UK",accommodation,London,51.5248488,-0.0681648,http://tour-pedia.org/api/getPlaceDetails?id=228507,-,-
75,228510,Park View,"Park View, London N5 2UB, UK",accommodation,London,51.5566801,-0.0912233,http://tour-pedia.org/api/getPlaceDetails?id=228510,-,-
76,228513,Go Native LTD,"United House, 9 Pembridge Road, London, United Kingdom",accommodation,London,51.509211,-0.197355,http://tour-pedia.org/api/getPlaceDetails?id=228513,-,-
77,228515,Access Camden,"Kentish Town Road, London, United Kingdom",accommodation,London,51.543211,-0.141777,http://tour-pedia.org/api/getPlaceDetails?id=228515,-,-
78,228527,Access Accommodation Holborn London,"Access Accommodation Holborn London, Hatton Garden, London EC1N 8EX, UK",accommodation,London,51.5209602,-0.1087888,http://tour-pedia.org/api/getPlaceDetails?id=228527,-,-
79,228531,onefinestay: Islington Holiday Apartment,"Barnsbury Street, London, United Kingdom",accommodation,London,51.540354,-0.1081,http://tour-pedia.org/api/getPlaceDetails?id=228531,-,-
80,228533,Anchor House,"Anchor House, 123 Mile End Rd, London E1 4UJ, UK",accommodation,London,51.5218652,-0.0503458,http://tour-pedia.org/api/getPlaceDetails?id=228533,-,-
81,228534,St Mary-Le-Park by onefinestay,"Prince Albert Bridge Road, London, United Kingdom",accommodation,London,51.478877,-0.165417,http://tour-pedia.org/api/getPlaceDetails?id=228534,-,-
82,228535,Hotel261,"261-263 Uxbridge Rd, London, United Kingdom",accommodation,London,51.506677,-0.243977,http://tour-pedia.org/api/getPlaceDetails?id=228535,-,-
83,228548,FOX APARTMENTS,"K Warehouse, 2 Western Gateway, London, United Kingdom",accommodation,London,51.508615,0.025384,http://tour-pedia.org/api/getPlaceDetails?id=228548,-,-
84,228553,Londonflats2let,"Chasewood Court, Hale Ln, Edgware, Mill Hill, United Kingdom",accommodation,London,51.615704,-0.257449,http://tour-pedia.org/api/getPlaceDetails?id=228553,-,-
85,228557,Saltram Crescent,"Saltram Crescent, London, UK",accommodation,London,51.531,-0.1997272,http://tour-pedia.org/api/getPlaceDetails?id=228557,-,-
86,228567,City Walk Apartments,"City Walk Apartments, 29 Seward St, London EC1V 3RF, UK",accommodation,London,51.5263045,-0.0983616,http://tour-pedia.org/api/getPlaceDetails?id=228567,-,-
87,228569,House Of Moli - Commercial Road Apartments,"594 Commercial Road, London, United Kingdom",accommodation,London,51.512774,-0.039191,http://tour-pedia.org/api/getPlaceDetails?id=228569,-,-
88,228581,St Helens Gardens by onefinestay,"St Helens Gardens, London, United Kingdom",accommodation,London,51.518413,-0.218525,http://tour-pedia.org/api/getPlaceDetails?id=228581,-,-
89,228582,Homely London Deluxe Apartment,"Queen Elizabeth Street, London, United Kingdom",accommodation,London,51.501769,-0.074506,http://tour-pedia.org/api/getPlaceDetails?id=228582,-,-
90,228584,Czechia Ltd / Easyroomlet.co.uk,"344 Hoe Street, London, Walthamstow, United Kingdom",accommodation,London,51.580467,-0.018481,http://tour-pedia.org/api/getPlaceDetails?id=228584,-,-
91,228589,Travel View Ltd,"56 Plashet Rd, London, United Kingdom",accommodation,London,51.53716,0.027059,http://tour-pedia.org/api/getPlaceDetails?id=228589,-,0
92,228591,Kenilworth Avenue by onefinestay,"Kenilworth Avenue, London, United Kingdom",accommodation,London,51.429476,-0.200227,http://tour-pedia.org/api/getPlaceDetails?id=228591,-,-
93,228595,Lathom Rd,"Lathom Rd, London E6, UK",accommodation,London,51.5385326,0.0571604,http://tour-pedia.org/api/getPlaceDetails?id=228595,-,-
94,228596,Eden Homes Guest House,"2 Edwin Hall Place, London, Lewisham, United Kingdom",accommodation,London,51.449844,-0.005717,http://tour-pedia.org/api/getPlaceDetails?id=228596,-,-
95,228599,Cottage 3L,"92A Osborne Road, Forrest Gate, London, United Kingdom",accommodation,London,51.549329,0.031986,http://tour-pedia.org/api/getPlaceDetails?id=228599,-,-
96,228602,www.looking4aroom.com,"92A Walworth Rd, London, United Kingdom",accommodation,London,51.492589,-0.098653,http://tour-pedia.org/api/getPlaceDetails?id=228602,-,-
97,228606,Viridian Apartments,"Viridian Apartments, 75 Battersea Park Rd, London SW8 4DG, UK",accommodation,London,51.4792668,-0.1411322,http://tour-pedia.org/api/getPlaceDetails?id=228606,-,-
98,228617,Camden Mews Apartments,"7 Rochester Mews, London, United Kingdom",accommodation,London,51.543615,-0.13744,http://tour-pedia.org/api/getPlaceDetails?id=228617,-,-
99,228629,London Inn,"102 Woodlands Road, London, United Kingdom",accommodation,London,51.630561,-0.045175,http://tour-pedia.org/api/getPlaceDetails?id=228629,-,-
100,228632,Oak Lodge,"Oak Lodge, 50 Eversley Park Rd, London N21 1JL, UK",accommodation,London,51.6417226,-0.111169,http://tour-pedia.org/api/getPlaceDetails?id=228632,-,-
101,228641,Tanzanian Affairs,"14 Westbourne Grove Terrace, London, United Kingdom",accommodation,London,51.516158,-0.190441,http://tour-pedia.org/api/getPlaceDetails?id=228641,-,-
102,228644,Camborne Guest House,"23 Camborne Road, Sutton, United Kingdom",accommodation,London,51.353903,-0.194691,http://tour-pedia.org/api/getPlaceDetails?id=228644,-,-
103,228652,Warwick Lodge,"Warwick Lodge, Berrylands Rd, Surbiton, Greater London KT5 8QX, UK",accommodation,London,51.3932779,-0.2960081,http://tour-pedia.org/api/getPlaceDetails?id=228652,-,-
104,228660,Ruxley Rooms,"Ruxley Cottage, Maidstone Road, Sidcup, United Kingdom",accommodation,London,51.413364,0.134635,http://tour-pedia.org/api/getPlaceDetails?id=228660,-,-
105,228667,Albert Mews,"Albert Mews, Kensington, London W8 5RU, UK",accommodation,London,51.4989888,-0.1842559,http://tour-pedia.org/api/getPlaceDetails?id=228667,-,-
106,228676,The Railway Ember Inn Innkeepers Lodge Hornchurch,"Station Ln, Hornchurch, United Kingdom",accommodation,London,51.557925,0.220384,http://tour-pedia.org/api/getPlaceDetails?id=228676,-,-
107,228696,The Grove Inn,"The Grove Inn, 1023 Finchley Rd, London NW11 7ES, UK",accommodation,London,51.5793482,-0.1981488,http://tour-pedia.org/api/getPlaceDetails?id=228696,-,-
108,228702,Abbey Court,"Abbey Court, Abbey Rd, London NW8 0AU, UK",accommodation,London,51.5350647,-0.1812514,http://tour-pedia.org/api/getPlaceDetails?id=228702,-,-
109,228703,Tooting Serviced Apartments,"268 Fransiscan Rd, توتينغ, Tooting, United Kingdom",accommodation,London,51.426408,-0.163736,http://tour-pedia.org/api/getPlaceDetails?id=228703,-,-
110,228707,The Spotted Dog,"Breakspear Road North, Harefield, Uxbridge, United Kingdom",accommodation,London,51.601995,-0.475818,http://tour-pedia.org/api/getPlaceDetails?id=228707,-,-
111,228708,Grange Guest House,"The Grange, High Rd Eastcote, Pinner, Middlesex HA5 2EY, United Kingdom",accommodation,London,51.589304,-0.400907,http://tour-pedia.org/api/getPlaceDetails?id=228708,-,-
112,228709,Springwell Barn,"Springwell Lane, Rickmansworth, United Kingdom",accommodation,London,51.624354,-0.495272,http://tour-pedia.org/api/getPlaceDetails?id=228709,-,-
113,228710,James House,"Sandy Lodge Way, Northwood, United Kingdom",accommodation,London,51.616932,-0.426271,http://tour-pedia.org/api/getPlaceDetails?id=228710,-,-
114,228711,Splendid Hotel Group,"Haydon House, Pinner, United Kingdom",accommodation,London,51.587861,-0.407237,http://tour-pedia.org/api/getPlaceDetails?id=228711,-,-
115,228712,Holiday Serviced Apartments,"Northwood, United Kingdom",accommodation,London,51.603693,-0.415607,http://tour-pedia.org/api/getPlaceDetails?id=228712,-,-
116,228713,St Catherines Farm Court,"Howletts Lane, Ruislip, United Kingdom",accommodation,London,51.583691,-0.438849,http://tour-pedia.org/api/getPlaceDetails?id=228713,-,-
117,228714,The Frithwood,"21 Frithwood Avenue, Northwood, United Kingdom",accommodation,London,51.615724,-0.418624,http://tour-pedia.org/api/getPlaceDetails?id=228714,-,-
118,228715,Adolphus Care,"Pike's End, Pinner, United Kingdom",accommodation,London,51.588828,-0.402406,http://tour-pedia.org/api/getPlaceDetails?id=228715,-,-
119,228716,Swallow Chiltern Hotel,"WALLER AVENUE, London, United Kingdom",accommodation,London,51.6031,-0.411857,http://tour-pedia.org/api/getPlaceDetails?id=228716,-,-
120,228718,Sinclair's B&B,"21 Chester Road, Northwood, United Kingdom",accommodation,London,51.609898,-0.418812,http://tour-pedia.org/api/getPlaceDetails?id=228718,-,-
121,228720,Lindal Hotel,"2 Hindes Road, Harrow, United Kingdom",accommodation,London,51.585016,-0.333206,http://tour-pedia.org/api/getPlaceDetails?id=228720,-,-
122,228721,West London Bed & Breakfast,"15 Beaumont Avenue, Harrow, United Kingdom",accommodation,London,51.580159,-0.35659,http://tour-pedia.org/api/getPlaceDetails?id=228721,-,-
123,228722,Harrow Weald,"233 High Road, Harrow, United Kingdom",accommodation,London,51.602173,-0.338619,http://tour-pedia.org/api/getPlaceDetails?id=228722,-,-
124,228724,Lords Group Of Hotels,"100 College Road, Harrow, United Kingdom",accommodation,London,51.580132,-0.339065,http://tour-pedia.org/api/getPlaceDetails?id=228724,-,-
125,228726,Oscar's Bar,"1-3 Saint John's Road, Harrow, United Kingdom",accommodation,London,51.581838,-0.332121,http://tour-pedia.org/api/getPlaceDetails?id=228726,-,-
126,228727,Grim's Dyke Golf Course,"Oxhey Lane, United Kingdom",accommodation,London,51.62098,-0.36195,http://tour-pedia.org/api/getPlaceDetails?id=228727,-,-
127,228728,The Gayton,"49 Gayton Road, Harrow, United Kingdom",accommodation,London,51.580591,-0.326896,http://tour-pedia.org/api/getPlaceDetails?id=228728,-,-
128,228730,The Willows,"136 Honeypot Lane, London, United Kingdom",accommodation,London,51.590126,-0.283412,http://tour-pedia.org/api/getPlaceDetails?id=228730,-,-
129,228731,Janets B and B,"31 Gyles Park, London, United Kingdom",accommodation,London,51.604731,-0.306041,http://tour-pedia.org/api/getPlaceDetails?id=228731,-,-
130,228732,Abbascombe,"90 Marlborough Hill, Harrow, United Kingdom",accommodation,London,51.589784,-0.33935,http://tour-pedia.org/api/getPlaceDetails?id=228732,-,-
131,228734,AAAA Guest House,"128-130 Edgwarebury Lane, Edgware, United Kingdom",accommodation,London,51.622046,-0.277519,http://tour-pedia.org/api/getPlaceDetails?id=228734,-,-
132,228735,Kings Guest Houses,"Hindes Road, Harrow, United Kingdom",accommodation,London,51.585027,-0.33754,http://tour-pedia.org/api/getPlaceDetails?id=228735,-,-
133,228736,Locked Out London Locksmiths,"258 Princes Avenue, London, United Kingdom",accommodation,London,51.588475,-0.280949,http://tour-pedia.org/api/getPlaceDetails?id=228736,-,-
134,228737,Travel Club,"Scottish Provident House, 76-80 College Road, Harrow, London, United Kingdom",accommodation,London,51.580064,-0.340553,http://tour-pedia.org/api/getPlaceDetails?id=228737,-,-
135,228738,360TravelGuide.com,"107 Marsh Road, Pinner, United Kingdom",accommodation,London,51.590658,-0.38041,http://tour-pedia.org/api/getPlaceDetails?id=228738,-,-
136,228739,Holiday-Hotels Direct,"Gayton Road, Harrow, United Kingdom",accommodation,London,51.580131,-0.3282,http://tour-pedia.org/api/getPlaceDetails?id=228739,-,-
137,228740,Gaughan Esther,"130 Edgwarebury La, Edgware, United Kingdom",accommodation,London,51.622046,-0.277519,http://tour-pedia.org/api/getPlaceDetails?id=228740,-,-
138,228741,Start Up,"23 Parkthorne Drive, Harrow, United Kingdom",accommodation,London,51.581488,-0.362432,http://tour-pedia.org/api/getPlaceDetails?id=228741,-,-
139,228742,Holiday United,"Grove House 2Nd Floor,55 Lowlands Road,Harrow,HA1 3AW, United Kingdom",accommodation,London,51.579217,-0.338818,http://tour-pedia.org/api/getPlaceDetails?id=228742,-,-
140,228743,Holiday Serviced Apartments,"Hillside Gardens, Edgware, United Kingdom",accommodation,London,51.620782,-0.283502,http://tour-pedia.org/api/getPlaceDetails?id=228743,-,-
141,228744,Kenton Hotel,"62-64 Kenton Road, Harrow, United Kingdom",accommodation,London,51.579975,-0.321757,http://tour-pedia.org/api/getPlaceDetails?id=228744,-,-
142,228745,John Lamb Court,"The Bye Way, Harrow, United Kingdom",accommodation,London,51.602344,-0.333336,http://tour-pedia.org/api/getPlaceDetails?id=228745,-,-
143,228746,Hotel Booking Agency Ltd,"2 Ambassador House, Harrow, United Kingdom",accommodation,London,51.596213,-0.336416,http://tour-pedia.org/api/getPlaceDetails?id=228746,-,-
144,228747,Pinner Bed and Breakfast,"45 Paine's Lane, Pinner, United Kingdom",accommodation,London,51.600806,-0.380188,http://tour-pedia.org/api/getPlaceDetails?id=228747,-,-
145,228748,Hunger Inn,"103 Kenton Road, Harrow, United Kingdom",accommodation,London,51.579976,-0.321754,http://tour-pedia.org/api/getPlaceDetails?id=228748,-,-
146,228749,Dimensions,"Lindsay Drive, Harrow, United Kingdom",accommodation,London,51.583924,-0.289183,http://tour-pedia.org/api/getPlaceDetails?id=228749,-,-
147,228751,Ramada London North M1,"Between Jct 2-4, Gateway Services, London, United Kingdom",accommodation,London,51.632328,-0.266359,http://tour-pedia.org/api/getPlaceDetails?id=228751,-,-
148,228753,kenyaacom,"Mays Lane, Barnet, United Kingdom",accommodation,London,51.643289,-0.212569,http://tour-pedia.org/api/getPlaceDetails?id=228753,-,-
149,228754,Hartley Hotel,"113 Hadley Road, Barnet, United Kingdom",accommodation,London,51.655879,-0.183355,http://tour-pedia.org/api/getPlaceDetails?id=228754,-,-
150,228757,Maison Moti,"8A Southbury Rd, Enfield, United Kingdom",accommodation,London,51.652386,-0.080106,http://tour-pedia.org/api/getPlaceDetails?id=228757,-,-
151,228758,Northolme House,"18 Station Rd, London, United Kingdom",accommodation,London,51.632325,-0.096298,http://tour-pedia.org/api/getPlaceDetails?id=228758,-,-
152,228759,Roseneath Holy Family Convent,"52 London Road, Enfield, United Kingdom",accommodation,London,51.649762,-0.079821,http://tour-pedia.org/api/getPlaceDetails?id=228759,-,-
153,228760,Travel USA Ltd,"27-31 East Barnet Road, Barnet, United Kingdom",accommodation,London,51.649998,-0.171709,http://tour-pedia.org/api/getPlaceDetails?id=228760,-,-
154,228762,Shirley's B&B,"18 Chase Way, London, United Kingdom",accommodation,London,51.633469,-0.134129,http://tour-pedia.org/api/getPlaceDetails?id=228762,-,-
155,228763,Glasson House,"93 Belmont Avenue, Barnet, United Kingdom",accommodation,London,51.648641,-0.15332,http://tour-pedia.org/api/getPlaceDetails?id=228763,-,-
156,228766,Baytree Lodge,"272 Ballards Lane, London, United Kingdom",accommodation,London,51.610957,-0.179473,http://tour-pedia.org/api/getPlaceDetails?id=228766,-,-
