,Names,Geometry,Address,Lattitude,Longitude,Category,Details
445,Bernstein David Primitive Art,POINT (-73.96377490774012 40.77042906088558),737 Park Ave,-73.9637749077401,40.7704290608856,Art_Gallery,Learn more at :http://www.precolumbianart4sale.com/
446,Berry-Hill Galleries Inc,POINT (-73.9667430851897 40.770844831227215),11 E 70th St,-73.9667430851897,40.7708448312272,Art_Gallery,Learn more at :http://www.berry-hill.com/home.html
447,Beverly Sacks Fine Art,POINT (-73.9648004088197 40.76175802302484),229 E 60th St,-73.9648004088197,40.7617580230248,Art_Gallery,Learn more at :http://sacksfineart.com/
448,Beyond the Wall,POINT (-73.97967536880768 40.754433283117876),529 5th Ave,-73.9796753688077,40.7544332831179,Art_Gallery,Learn more at :http://shop.beyondthewall.com/
449,BICYCLE PAINTINGS.COM,POINT (-73.98314702965975 40.71868691762229),106 Ridge Street,-73.9831470296597,40.7186869176223,Art_Gallery,Learn more at :http://www.bicyclepaintings.com/
450,Big Cat Gallery,POINT (-73.98866228119658 40.72079932966255),154 Orchard Street,-73.9886622811966,40.7207993296625,Art_Gallery,Learn more at :http://www.tonyfitzpatrick.com/big_cat_gallery.htm
451,Bill Bace Gallery,POINT (-74.00271111656463 40.72252116551896),39 Wooster St,-74.0027111165646,40.722521165519,Art_Gallery,Learn more at :http://www.yellowbot.com/bill-bace-gallery-new-york-ny.html
452,Bill Hodges Gallery,POINT (-73.97553999334467 40.76343700260623),24 W 57th St,-73.9755399933447,40.7634370026062,Art_Gallery,Learn more at :http://www.billhodgesgallery.com/
453,Bitforms,POINT (-74.00682960405737 40.74649787405831),529 W 20th St,-74.0068296040574,40.7464978740583,Art_Gallery,Learn more at :http://www.bitforms.com/index.php
454,Black & Black Art Gallery,POINT (-73.7933657552114 40.70542390024909),9215 Merrick Blvd,-73.7933657552114,40.7054239002491,Art_Gallery,Learn more at :http://www.yelp.com/search?find_loc=Jamaica%2C+Queens%2C+NY&cflt=galleries
455,Black & White Gallery Inc,POINT (-73.95464222868095 40.718442376759846),483 Driggs Ave,-73.954642228681,40.7184423767598,Art_Gallery,Learn more at :http://www.blackandwhiteartgallery.com/
456,Bleier Milton A Corp,POINT (-73.97287192878989 40.75960676311047),386 Park Ave,-73.9728719287899,40.7596067631105,Art_Gallery,Learn more at :http://miltonbleier.com/
457,Blue Mountain Gallery Inc,POINT (-74.00476841500598 40.74923625162883),530 W 25th St,-74.004768415006,40.7492362516288,Art_Gallery,Learn more at :http://www.bluemountaingallery.org
458,Bodanna Inc,POINT (-73.9841197487225 40.726527210577046),123 E 7th St,-73.9841197487225,40.726527210577,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Bodanna.Inc.New.York.NY.212-388-0078
459,Bolivar Arellano Gallery,POINT (-73.98391618028155 40.72761183175187),420 E 9th St,-73.9839161802816,40.7276118317519,Art_Gallery,Learn more at :http://www.bolivararellanogallery.com/
460,Bonakdar Jancou Gallery,POINT (-74.00611785599605 40.74700168705312),521 W 21st St,-74.0061178559961,40.7470016870531,Art_Gallery,Learn more at :http://www.tanyabonakdargallery.com/
461,BORDEN JANET INC,POINT (-73.99768478344558 40.72404630376343),560 BROADWAY,-73.9976847834456,40.7240463037634,Art_Gallery,Learn more at :http://www.janetbordeninc.com/current/
462,Bose Pacia Modern,POINT (-74.00359348605816 40.74976022129376),508 W 26th St,-74.0035934860582,40.7497602212938,Art_Gallery,Learn more at :http://www.bosepacia.com/
463,Bound and Unbound,POINT (-74.00687162371617 40.75159814355892),601 W. 26th St,-74.0068716237162,40.7515981435589,Art_Gallery,Learn more at :http://oneartworld.com/Bound+_26+Unbound.html
464,Bowery Gallery,POINT (-74.0048454378513 40.7492698417932),530 W 25th St,-74.0048454378513,40.7492698417932,Art_Gallery,Learn more at :http://www.bowerygallery.org/
465,Brenda Taylor Gallery,POINT (-74.00382577002729 40.74935024583751),511 W. 25th Street,-74.0038257700273,40.7493502458375,Art_Gallery,Learn more at :http://www.brendataylorgallery.com/
466,Bridgewater Gallery of Fine Arts Inc,POINT (-73.98412586213658 40.72292592490373),176 East 3rd Street,-73.9841258621366,40.7229259249037,Art_Gallery,Learn more at :http://www.bwfinearts.com/
467,Bronx River Art Center,POINT (-73.87815507293308 40.84059708783155),1087 East Tremont Ave,-73.8781550729331,40.8405970878315,Art_Gallery,Learn more at :http://www.bronxriverart.org/
468,Brooke Alexander Gallery,POINT (-74.00226165676219 40.72320925083491),59 Wooster St.,-74.0022616567622,40.7232092508349,Art_Gallery,Learn more at :http://www.baeditions.com/
469,Brooklyn Arts Exchange,POINT (-73.98543282004819 40.66976941835214),421 Fifth Ave.,-73.9854328200482,40.6697694183521,Art_Gallery,Learn more at :http://bax.org/
470,Brooklyn Fireproof,POINT (-73.92918028109621 40.70788792853058),119 Ingraham St,-73.9291802810962,40.7078879285306,Art_Gallery,Learn more at :http://www.brooklynfireproof.com/
471,Broome Street Gallery the,POINT (-74.00262453001721 40.723386285969056),498 Broome St,-74.0026245300172,40.7233862859691,Art_Gallery,Learn more at :http://www.anny.org/2/gallery.html
472,Bruce Palmer Galleries,POINT (-73.97712674122711 40.79219979489217),180 Riverside Drive,-73.9771267412271,40.7921997948922,Art_Gallery,Learn more at :http://www.askart.com/AskART/lists/dealersummary.aspx?searchtype=dealer&company=43159
473,Bruce Silverstein Gallery,POINT (-74.00514718956966 40.74712572614031),504 W. 22nd St.,-74.0051471895697,40.7471257261403,Art_Gallery,Learn more at :http://www.brucesilverstein.com/
474,Bruton Gallery Inc,POINT (-73.96984506060707 40.764310982455726),40 E 61st St,-73.9698450606071,40.7643109824557,Art_Gallery,Learn more at :http://www.brutongallery.co.uk/
475,Buzzco Assoc Inc,POINT (-73.99375528599944 40.72583066510465),33 Bleecker St,-73.9937552859994,40.7258306651047,Art_Gallery,Learn more at :http://www.buzzzco.com/
476,C & M Arts,POINT (-73.96202951033725 40.775617472779885),45 E. 78th St.,-73.9620295103372,40.7756174727799,Art_Gallery,Learn more at :http://ny.serviceslisted.com/1655047-CMArts.htm
477,Caelum Gallery,POINT (-74.00446731782955 40.75002305381688),526 W 26th St,-74.0044673178296,40.7500230538169,Art_Gallery,Learn more at :http://www.caelumgallery.com/
478,Caldwell Snyder Gallery,POINT (-74.00041760702801 40.72589116418898),451 W Broadway,-74.000417607028,40.725891164189,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Caldwell.Snyder.Gallery.212-387-0208
479,Candyland Films,POINT (-74.00091721530092 40.72028153197904),446 Broadway,-74.0009172153009,40.720281531979,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/candyland_films.209/editorial_review.aspx
480,Caravan International Co,POINT (-73.9535025179309 40.77813815345596),210 E 86th St,-73.9535025179309,40.778138153456,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/caravan_international_co.451/map_location.aspx
481,Carboni Inc,POINT (-73.98021697964026 40.755459551878126),2 W 45th St,-73.9802169796403,40.7554595518781,Art_Gallery,Learn more at :http://www.yellowspinny.com/carboni+inc/bus-91954/
482,Carley Ann M Atty,POINT (-73.9973611388614 40.722633690350754),73 Spring St,-73.9973611388614,40.7226336903508,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/carley_ann_m_atty.200/editorial_review.aspx
483,Carlton Rochell,POINT (-73.97170663665887 40.76238724724583),41 E 57th St,-73.9717066366589,40.7623872472458,Art_Gallery,Learn more at :http://www.carltonrochell.com/
484,Carnegie Frame Inc,POINT (-73.98077111551655 40.76385541238935),160 W 55th St,-73.9807711155165,40.7638554123893,Art_Gallery,Learn more at :http://carnegieframing.com/
485,Cartoon Gallery,POINT (-73.84605039041223 40.720381392925155),7028 Austin St,-73.8460503904122,40.7203813929252,Art_Gallery,Learn more at :http://local.botw.org/New_York/Forest_Hills/Cartoon_Gallery/2547832.html
486,Cartoonews Gallery,POINT (-73.974107770942 40.76231329247612),721 5th Ave,-73.974107770942,40.7623132924761,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Cartoonews_Gallery/85838758.html
487,Casa Linda Galleries Inc,POINT (-73.9473830025364 40.78335247304253),300 E 95th St,-73.9473830025364,40.7833524730425,Art_Gallery,Learn more at :http://m.nyc.com/arts__attractions/casa_linda_galleries_inc.774/map_location.aspx
488,Casey M Kaplan Inc,POINT (-74.00652923481697 40.741132496582004),416 W 14th St,-74.006529234817,40.741132496582,Art_Gallery,Learn more at :http://www.caseykaplangallery.com/
489,Catherine Conway Inc,POINT (-73.9982052041324 40.73684463256616),112 W 13th St,-73.9982052041324,40.7368446325662,Art_Gallery,Learn more at :http://66.111.11.24/arts__attractions/catherine_conway_inc.161/street_view.aspx
490,Cavaliero Fine Arts,POINT (-73.99156925539044 40.75282326623039),242 W 36th St,-73.9915692553904,40.7528232662304,Art_Gallery,Learn more at :http://www.cavalierofinearts.com/
491,Cavin-Morris,POINT (-73.9977986844257 40.723899092548244),560 Broadway,-73.9977986844257,40.7238990925482,Art_Gallery,Learn more at :http://www.cavinmorris.com/
492,Cds Gallery,POINT (-73.96117091996693 40.77570413829265),74 E 79th St,-73.9611709199669,40.7757041382927,Art_Gallery,Learn more at :http://www.artnet.com/gallery/112614/cds-gallery.html
493,Celtic Art,POINT (-73.94476783424302 40.746401426012),2415 Jackson Ave,-73.944767834243,40.746401426012,Art_Gallery,Learn more at :http://local.botw.org/New_York/Long_Island_City/Celtic_Art/2642342.html
494,Century Artists Inc,POINT (-74.00473558135599 40.74941972749017),530 W 25th St,-74.004735581356,40.7494197274902,Art_Gallery,Learn more at :http://www.newcenturyartists.org/
495,Ceres Gallery,POINT (-73.99703728520817 40.72479496325291),584 Broadway,-73.9970372852082,40.7247949632529,Art_Gallery,Learn more at :http://www.ceresgallery.org/
496,Ceres Gallery,POINT (-74.00452368669892 40.7513240583896),547 W 27th St,-74.0045236866989,40.7513240583896,Art_Gallery,Learn more at :http://www.ceresgallery.org/
497,Ceres Gallery,POINT (-73.99703728520817 40.72479496325291),584 Broadway,-73.9970372852082,40.7247949632529,Art_Gallery,Learn more at :http://www.barnard.edu/bcrw/guide/CD/CeresGal.htm
498,Ceres Gallery,POINT (-74.00452368669892 40.7513240583896),547 W 27th St,-74.0045236866989,40.7513240583896,Art_Gallery,Learn more at :http://www.barnard.edu/bcrw/guide/CD/CeresGal.htm
499,Cfm Gallery,POINT (-73.99942509620003 40.7245719123004),112 Greene St,-73.9994250962,40.7245719123004,Art_Gallery,Learn more at :http://www.cfmgallery.com/
500,Chappell Gallery,POINT (-74.00446166325382 40.75015743023644),526 W 26th St,-74.0044616632538,40.7501574302364,Art_Gallery,Learn more at :http://www.chappellgallery.com/
501,Chat Noir Design,POINT (-73.93207458950114 40.859297374170694),295 Bennett Ave,-73.9320745895011,40.8592973741707,Art_Gallery,Learn more at :http://www.yelp.com/biz/chat-noir-design-new-york
502,Cheim & Read,POINT (-74.00513583496961 40.75001940951716),547 W 25th St,-74.0051358349696,40.7500194095172,Art_Gallery,Learn more at :http://www.cheimread.com/
503,Chelsea Ceramic Guild,POINT (-73.99869441074755 40.74238759923636),233 W 19th St,-73.9986944107475,40.7423875992364,Art_Gallery,Learn more at :http://www.chelseaceramic.com/
504,China 2000,POINT (-73.97319626715543 40.76285383147861),5 E 57th St,-73.9731962671554,40.7628538314786,Art_Gallery,Learn more at :http://newyork.jadynave.com/view/comid/27328378/where/New+York-NY/comname/China-2000
505,China 2000 Fine Arts,POINT (-73.95334298863992 40.76900975698234),434A East 75th Street,-73.9533429886399,40.7690097569823,Art_Gallery,Learn more at :http://www.china2000fineart.com/
506,Chinatown Frame & Art Inc,POINT (-73.99658767895113 40.71670513429927),40 Elizabeth St,-73.9965876789511,40.7167051342993,Art_Gallery,Learn more at :http://local.botw.org/New_York/New_York/Chinatown_Frame_and_Art_Inc/157823519.html
507,Chinoh Art Gallery,POINT (-73.99315955728967 40.73615406197117),69 5th Ave,-73.9931595572897,40.7361540619712,Art_Gallery,Learn more at :http://web2.userinstinct.com/30816040-chinoh-art-gallery.htm
508,Chowder Inc,POINT (-73.9928117143286 40.73915340718913),15 W 18th St,-73.9928117143286,40.7391534071891,Art_Gallery,Learn more at :http://www.chowderinc.com/
509,Christiane Nienaber Contemporary Art,POINT (-73.99227383034534 40.72199731357535),191 Chrystie St,-73.9922738303453,40.7219973135754,Art_Gallery,Learn more at :http://www.rateitall.com/i-409436-christiane-nienaber-contemporary-art.aspx
510,Christine Burgin Gallery,POINT (-73.99954508014842 40.741998855079025),243 W 18th St,-73.9995450801484,40.741998855079,Art_Gallery,Learn more at :http://www.christineburgin.com/
511,Cinque Gallery,POINT (-73.99759293518275 40.723977353489985),560 BROADWAY,-73.9975929351828,40.72397735349,Art_Gallery,Learn more at :http://www.nyc-arts.org/organizations/view/id/125
512,Claire Oliver Fine Arts Inc,POINT (-74.00338485238753 40.750088833951594),513 West 26th Street,-74.0033848523875,40.7500888339516,Art_Gallery,Learn more at :http://www.claireoliver.com/
513,Clampart,POINT (-74.0046388004567 40.74977517556294),531 W 25th St,-74.0046388004567,40.7497751755629,Art_Gallery,Learn more at :http://www.nileguide.com/destination/florence/things-to-do/clampart/385759
514,Clementine Gallery,POINT (-74.00610794104533 40.75209329454193),623 W 27th St,-74.0061079410453,40.7520932945419,Art_Gallery,Learn more at :http://www.clementine-gallery.com/
515,Clinton Hill Simply Art & Framing,POINT (-73.96081858855342 40.69419973833638),583 Myrtle Ave,-73.9608185885534,40.6941997383364,Art_Gallery,Learn more at :http://clintonhillframe.blogspot.com/
516,Coda Gallery,POINT (-74.00156428959271 40.7228952359004),472 Broome St,-74.0015642895927,40.7228952359004,Art_Gallery,Learn more at :http://www.codagallery.com
517,Cole Sylvan Gallery,POINT (-73.97735639962028 40.764657700242466),101 W 57th St,-73.9773563996203,40.7646577002425,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Cole.Sylvan.Gallery.212-333-7760
518,College of Staten Island - Center for the Arts,POINT (-74.14969498644858 40.59966211624753),2800 Victory Blvd.,-74.1496949864486,40.5996621162475,Art_Gallery,Learn more at :http://www.cfashows.com/
519,Columbia University - Miriam and Ira D.Wallach Art Gallery,POINT (-73.96041689796523 40.80854103175546),1190 Amsterdam Ave,-73.9604168979652,40.8085410317555,Art_Gallery,Learn more at :http://www.columbia.edu/cu/wallach/
520,Columbus Art Gallery Inc,POINT (-73.97130508413868 40.78831274243924),588 Columbus Ave,-73.9713050841387,40.7883127424392,Art_Gallery,Learn more at :http://columbusartgallery.net/home%201.html
521,Columbus Circle Gallery,POINT (-73.98122765129693 40.767337596838594),1800 Broadway,-73.9812276512969,40.7673375968386,Art_Gallery,Learn more at :http://www.yelp.com/biz/columbus-circle-gallery-new-york
522,Commerce Graphics Ltd Inc,POINT (-73.95232972645383 40.76774167526338),504 E 74th St,-73.9523297264538,40.7677416752634,Art_Gallery,Learn more at :http://www.commercegraphics.com/
523,Common Ground,POINT(40.702623 -73.803588),,40.702623,-73.803588,StreetArt,Learn more at :http://artguide.net/jfk/data/g114640.htm
524,Common Ground,POINT(40.71314 -74.00637),,40.71314,-74.00637,StreetArt,Learn more at :http://artguide.net/jfk/data/g114640.htm
525,Common Ground,POINT (-73.99533452627297 40.7386880809658),55 W 16th St,-73.995334526273,40.7386880809658,Art_Gallery,Learn more at :http://artguide.net/jfk/data/g114640.htm
526,Conner Rosenkranz,POINT (-73.96490958939056 40.77346565558056),19 E 74th St,-73.9649095893906,40.7734656555806,Art_Gallery,Learn more at :http://www.crsculpture.com/
527,Contemporary African Art,POINT (-73.96880031818482 40.80321373735236),330 W 108th St,-73.9688003181848,40.8032137373524,Art_Gallery,Learn more at :http://www.contempafricanart.com/
528,Contemporary art gallery in Chelsea. Wooster Gardens,POINT (-73.99759430263842 40.72367259056902),558 Broadway,-73.9975943026384,40.723672590569,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/wooster_gardens.157/editorial_review.aspx
529,Cook Fine Art,POINT (-73.96110242662888 40.77724263728855),1063 Madison Ave,-73.9611024266289,40.7772426372886,Art_Gallery,Learn more at :http://www.cookfineart.net/
530,Coploff Gallery,POINT (-74.00455453174276 40.75002046684971),526 W. 26th Street,-74.0045545317428,40.7500204668497,Art_Gallery,Learn more at :http://www.artincontext.org/gallery/gallery_main.aspx?id=974
531,Cordier & Ekstrom Inc,POINT (-73.95352973471765 40.76951265923006),417 E 75th St,-73.9535297347176,40.7695126592301,Art_Gallery,Learn more at :http://66.111.11.24/arts__attractions/coploff_gallery.1580/editorial_review.aspx
532,"Corning Gallery at Steuben, The",POINT (-73.97028166426591 40.76449624945973),667 Madison Ave.,-73.9702816642659,40.7644962494597,Art_Gallery,Learn more at :http://www.cmog.org/dynamic.aspx?id=1670
533,Cowles Charles Gallery Inc,POINT (-74.00542084214204 40.74933735680623),537 W 24th St,-74.005420842142,40.7493373568062,Art_Gallery,Learn more at :http://www.cowlesgallery.com/
534,Creative Art USA Inc,POINT (-74.0049746202106 40.726154556319926),30 Vandam St,-74.0049746202106,40.7261545563199,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/creative_art_usa_inc.776/editorial_review.aspx
535,Crg Art Gallery,POINT (-74.00613861893268 40.747791970281675),535 W 22nd St,-74.0061386189327,40.7477919702817,Art_Gallery,Learn more at :http://www.crggallery.com/
536,Criswick Assoc,POINT (-73.97180489195577 40.749019477708224),325 E 41st St,-73.9718048919558,40.7490194777082,Art_Gallery,Learn more at :http://www.hotfrog.com/Companies/Criswick-Assoc_8029757
537,Crown Art Gallery Inc,POINT (-73.98510259493322 40.7606295440217),1609 Broadway,-73.9851025949332,40.7606295440217,Art_Gallery,Learn more at :http://www.manta.com/coms2/dnbcompany_9bq07c
538,Crystal Art Gallery,POINT (-73.9884446804236 40.74413705033391),230 5th Ave,-73.9884446804236,40.7441370503339,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/crystal_art_gallery.693/editorial_review.aspx
539,Cuban Art Space,POINT (-73.99422632616184 40.748659539526265),231 West 29th Street,-73.9942263261618,40.7486595395263,Art_Gallery,Learn more at :http://www.cubanartspace.net/gallery/index.php
540,Cuchifritos,POINT (-73.98763036458672 40.719134872515085),120 Essex St,-73.9876303645867,40.7191348725151,Art_Gallery,Learn more at :http://www.aai-nyc.org/cuchifritos/titlepage.html
541,Culture Art Gallery Llc,POINT (-74.0013730500698 40.72477529364541),415 W Broadway,-74.0013730500698,40.7247752936454,Art_Gallery,Learn more at :http://hi.nelso.in/us/place/51090/
542,Culture Crossing Inc,POINT (-73.95466929760467 40.785582110662745),40 E 94th St,-73.9546692976047,40.7855821106627,Art_Gallery,Learn more at :http://www.city-data.com/businesses/672748084-culture-crossing-inc-new-york-ny.html
543,Curatorial Art Advisory Service,POINT (-73.991839113497 40.73721433725364),5 E 16th St,-73.991839113497,40.7372143372536,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/curatorial_art_advisory_service.1721/editorial_review.aspx
544,Cypher Editions,POINT (-74.0030602341102 40.721523477818316),22 Wooster St,-74.0030602341102,40.7215234778183,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/cypher_editions.962/editorial_review.aspx
545,Czech Center,POINT (-73.95642199661727 40.76912228742895),321 E 73rd St,-73.9564219966173,40.7691222874289,Art_Gallery,Learn more at :http://www.czechcenter.com/
546,Dactyl Foundation for the Arts,POINT (-74.00318448262557 40.72232071981226),64 Grand St.,-74.0031844826256,40.7223207198123,Art_Gallery,Learn more at :http://www.dactyl.org/
547,Dai Ichi Arts,POINT (-73.96959312029144 40.753954555993076),249 E 48th St,-73.9695931202914,40.7539545559931,Art_Gallery,Learn more at :http://www.daiichiarts.com/
548,Dalva Brothers Inc,POINT (-73.96290104490528 40.77466684832077),52 East 77th Street,-73.9629010449053,40.7746668483208,Art_Gallery,Learn more at :http://www.dalvabrothers.com/
549,D'amelio-Terras,POINT (-74.0055520248167 40.74761065159657),525 W 22nd St,-74.0055520248167,40.7476106515966,Art_Gallery,Learn more at :http://www.damelioterras.com/home.html?dt=1
550,Damp Frog Productions Inc,POINT (-73.99227135502149 40.714570461315674),1 Orchard St,-73.9922713550215,40.7145704613157,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Damp.Frog.Productions.Inc.New.York.NY.212-226-6361
551,Danese,POINT (-74.00526783363229 40.74917263162958),535 W 24th St,-74.0052678336323,40.7491726316296,Art_Gallery,Learn more at :http://www.danesegallery.com/Main/Introduction.html
552,Danette Koke Fine Art,POINT (-74.00855042211563 40.736795505405766),55 Bethune St,-74.0085504221156,40.7367955054058,Art_Gallery,Learn more at :http://danettekokefineart.com/
553,Daniel H Roberts Studio,POINT (-74.00910862531528 40.723234499825296),9 Desbrosses Street,-74.0091086253153,40.7232344998253,Art_Gallery,Learn more at :http://www.danielroberts.com/phpwcms/index.php
554,David Killen Fine Arts,POINT (-73.95066796118358 40.782015393252806),1641 3rd Ave,-73.9506679611836,40.7820153932528,Art_Gallery,Learn more at :http://www.city-data.com/businesses/579455585-david-killen-fine-arts-new-york-ny.html
555,David Nolan New York,POINT (-74.00267817786079 40.752214461415825),527 W 29th St,-74.0026781778608,40.7522144614158,Art_Gallery,Learn more at :http://www.davidnolangallery.com/
556,Davis Leron Galries,POINT (-73.96910832179955 40.76723679475443),746 Madison Ave,-73.9691083217996,40.7672367947544,Art_Gallery,Learn more at :http://www.yelp.com/biz/davis-leron-galries-new-york
557,DC Moore Gallery,POINT (-73.97447205322294 40.76266950704102),724 5th Ave,-73.9744720532229,40.762669507041,Art_Gallery,Learn more at :http://www.dcmooregallery.com/
558,Dca Gallery,POINT (-74.00542351894609 40.74755765301907),525 W 22nd St,-74.0054235189461,40.7475576530191,Art_Gallery,Learn more at :http://ny.serviceslisted.com/1654364-DCAGallery.htm
559,De Nagy Tibor Art Gallery,POINT (-73.97457852897854 40.76270743101199),724 5th Ave,-73.9745785289785,40.762707431012,Art_Gallery,Learn more at :http://www.tibordenagy.com/
560,Dean Andree M,POINT (-73.9570627331135 40.77982311306998),1035 Park Ave,-73.9570627331135,40.77982311307,Art_Gallery,Learn more at :http://m.nyc.com/arts__attractions/dean_andree_m.555/map_location.aspx
561,Debs & Co,POINT (-74.00385234258083 40.750174752747),531 W 26th St,-74.0038523425808,40.750174752747,Art_Gallery,Learn more at :http://www.debsandco.com/jacir_times.html
562,Greer Gallery Inc,POINT (-74.00186315287489 40.7239389109311),81 Wooster St,-74.0018631528749,40.7239389109311,Art_Gallery,Learn more at :http://www.merchantcircle.com/business/Greer.Gallery.Inc.212-431-6025
563,Grimm Jay Gallery,POINT (-74.00212168209907 40.7510595149452),505 W 28th St,-74.0021216820991,40.7510595149452,Art_Gallery,Learn more at :http://www.jaygrimm.com/
564,Guggenheim Asher Assocs Inc,POINT (-73.99910998490243 40.73718457573518),138 W 13th St,-73.9991099849024,40.7371845757352,Art_Gallery,Learn more at :http://web2.userinstinct.com/30816383-guggenheim-asher-associates-inc.htm
565,Guggenheim Asher Assocs Inc,POINT (-73.9990622110042 40.7372488643944),138 W 13th St,-73.9990622110042,40.7372488643944,Art_Gallery,Learn more at :http://web2.userinstinct.com/30816383-guggenheim-asher-associates-inc.htm
566,Guggenheim Asher Assocs Inc,POINT (-73.99910998490243 40.73718457573518),138 W 13th St,-73.9991099849024,40.7371845757352,Art_Gallery,Learn more at :http://ny.serviceslisted.com/1654994-GuggenheimAsherAssociatesInc.htm
567,Guggenheim Asher Assocs Inc,POINT (-73.9990622110042 40.7372488643944),138 W 13th St,-73.9990622110042,40.7372488643944,Art_Gallery,Learn more at :http://ny.serviceslisted.com/1654994-GuggenheimAsherAssociatesInc.htm
568,Guy Regal Ltd,POINT (-73.96495626685143 40.76188643835601),223 E 60th St,-73.9649562668514,40.761886438356,Art_Gallery,Learn more at :http://guyregalltd.1stdibs.com/store/furniture_search.php?FRID=lWqTYm5qlZiY
569,Hall & Knight U S A Ltd,POINT (-73.96794454875419 40.768910155623715),21 E 67th St,-73.9679445487542,40.7689101556237,Art_Gallery,Learn more at :http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Hall-Knight-USA-LTD-l496249.html
570,Hammer Galleries,POINT (-73.975734568345 40.76401470369091),33 W 57th St,-73.975734568345,40.7640147036909,Art_Gallery,Learn more at :http://www.hammergalleries.com/html/home.asp
571,Hanover Sq Gallery,POINT (-73.97128381308526 40.676988341293075),202 Park Place,-73.9712838130853,40.6769883412931,Art_Gallery,Learn more at :http://www.artnet.com/gallery/116829/hanover-square-gallery.html
572,Harari & Johns Inc,POINT (-73.95977553480449 40.778105575324446),63 E 82nd St,-73.9597755348045,40.7781055753244,Art_Gallery,Learn more at :http://local.yahoo.com/info-11138048-harari-john-s-new-york
573,Harlan & Weaver Intaglio,POINT (-73.99305508913066 40.71550207928403),83 Canal St,-73.9930550891307,40.715502079284,Art_Gallery,Learn more at :http://www.harlanandweaver.com/about.htm
574,Harlem Art Gallery,POINT (-73.94805168745432 40.8036180850416),86 W 119th St,-73.9480516874543,40.8036180850416,Art_Gallery,Learn more at :http://wap.outalot.com/listings/286483-Harlem-Art-Gallery
575,Hazlitt Gooden & Fox,POINT (-73.9640012351852 40.77471647280008),17 E 76th St,-73.9640012351852,40.7747164728001,Art_Gallery,Learn more at :http://www.hazlittgoodenandfox.com/
576,Healing Arts,POINT (-73.96002001571911 40.71967845207522),135 Wythe Ave.,-73.9600200157191,40.7196784520752,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/healing_arts.1604/editorial_review.aspx
577,Heilman Phillip Douglas,POINT (-73.92493699902394 40.6984896734577),1336 Dekalb Ave,-73.9249369990239,40.6984896734577,Art_Gallery,Learn more at :http://philipdouglasfineart.com
578,Heller Gallery,POINT (-74.0067206428654 40.74120764729715),420 W. 14th St.,-74.0067206428654,40.7412076472972,Art_Gallery,Learn more at :http://www.hellergallery.com/index.php
579,Helly Nahmad Gallery Inc,POINT (-73.96323779489721 40.774416430969474),975 Madison Ave,-73.9632377948972,40.7744164309695,Art_Gallery,Learn more at :http://www.hellynahmadgallery.com/
580,Hemingway African Gallery,POINT (-73.9655457665656 40.7581241408079),1050 2nd Ave,-73.9655457665656,40.7581241408079,Art_Gallery,Learn more at :http://www.hemingwaygallery.com/
581,Hirschl & Adler Galleries,POINT (-73.96647641081128 40.77076084144848),21 E. 70th St.,-73.9664764108113,40.7707608414485,Art_Gallery,Learn more at :http://www.hirschlandadler.com/
582,Historical Design Collection Inc,POINT (-73.96284773040335 40.761389379957556),306 E 61st St,-73.9628477304034,40.7613893799576,Art_Gallery,Learn more at :http://web2.userinstinct.com/30816408-historical-design-collection-inc.htm
583,Hochman Irena Fine Art Ltd,POINT (-73.96078341201554 40.77848561052193),1100 Madison Ave,-73.9607834120155,40.7784856105219,Art_Gallery,Learn more at :http://www.artinfo.com/galleryguide/19384/5933/irena-hochman-fine-art-ltd/visit/
584,HOFFELD JEFFREY & CO,POINT (-73.94890830099149 40.77816244331415),360 E 88TH ST,-73.9489083009915,40.7781624433142,Art_Gallery,Learn more at :http://www.nyc.com/arts__attractions/hoffeld_jeffrey__co.469/map_location.aspx
585,Holmberg I,POINT (-73.98065901634286 40.75150284613401),280 Madison Ave,-73.9806590163429,40.751502846134,Art_Gallery,Learn more at :http://local.yahoo.com/info-11081229-irmeli-holmberg-gallery-new-york
586,Honda Fine Art,POINT (-73.99246319880072 40.72642837625517),55 Great Jones St,-73.9924631988007,40.7264283762552,Art_Gallery,Learn more at :http://www.yellowbot.com/honda-fine-art-new-york-ny.html
587,Hoorn-Ashby Gallery,POINT (-73.96860379433987 40.767882883252746),766 Madison Ave,-73.9686037943399,40.7678828832527,Art_Gallery,Learn more at :http://www.hoornashby.com/
