Lodging,Type,Rating,Price,Address,Lat,Lng,url,ID
The Whitby Hotel,Hotels,4.0,$$,18 W 56th St,40.76271,-73.97565999999999,https://www.yelp.com/biz/the-whitby-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,36BEu1qOdQhJNhCQxE-Mcg
Fairfield Inn by Marriott New York Manhattan/Financial District,Hotels,3.5,$$,161 Front St,40.705911,-74.004993,https://www.yelp.com/biz/fairfield-inn-by-marriott-new-york-manhattan-financial-district-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,LjHUOXB3Iw_l7NXW_nClqA
AC Hotel by Marriott New York Times Square,Hotels,3.5,$$,260 W 40th St,40.755402000000004,-73.990091,https://www.yelp.com/biz/ac-hotel-by-marriott-new-york-times-square-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,teaHbyg54uqKEMAzjAf-Ug
Oasis Motel,Hotels,3.5,$,3801 Boston Rd,40.881640000000004,-73.83856,https://www.yelp.com/biz/oasis-motel-bronx?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,wVVpqD__PLyaep7ND4GA8g
The Brooklyn,Hotels,3.0,$$,1199 Atlantic Ave,40.678658,-73.95121800000001,https://www.yelp.com/biz/the-brooklyn-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,dpZwxj2fgG3pnRbZzXx6GA
New York Marriott at the Brooklyn Bridge,Hotels,3.5,$$$,333 Adams St,40.693744255813705,-73.9885747432708,https://www.yelp.com/biz/new-york-marriott-at-the-brooklyn-bridge-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,DxBjx1Bug34P6_kCdkg2Zg
Gansevoort Meatpacking NYC,Hotels,3.0,$$$,18 9th Ave,40.73991259707736,-74.00586262359441,https://www.yelp.com/biz/gansevoort-meatpacking-nyc-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,uK3Wug7R0YylT_u0QWZjUg
Arlo SoHo,Hotels,3.5,$$,231 Hudson St,40.724495000000005,-74.007965,https://www.yelp.com/biz/arlo-soho-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QnNDwDZDVAatr1Q_UBBl-w
citizenM New York Bowery Hotel,Hotels,4.0,$,189 Bowery,40.720690000000005,-73.99365999999999,https://www.yelp.com/biz/citizenm-new-york-bowery-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,HsfNLFKADPZUNXsRVx9_dA
PUBLIC Hotel,Hotels,2.5,$$$,215 Chrystie St,40.72307,-73.99203,https://www.yelp.com/biz/public-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,t6efAU5wYjIMd6T6eGbeWg
Hotel Edison,Hotels,3.0,$$,228 W 47th St,40.759648,-73.98613399999999,https://www.yelp.com/biz/hotel-edison-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1nK63AUO7WeIsUgfpa8NcQ
Hotel Belleclaire,Hotels,3.5,$$,2175 Broadway,40.782425,-73.9811603,https://www.yelp.com/biz/hotel-belleclaire-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,j9FLBQ5PuTkWm0q0Aa5tBw
Homewood Suites by Hilton Midtown Manhattan Times Square-South,Hotels,4.0,$$,312 West 37th Street,40.754269,-73.993082,https://www.yelp.com/biz/homewood-suites-by-hilton-midtown-manhattan-times-square-south-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,H70MP8NTWNrRQRGffo7Ouw
Holiday Inn Express New York City - Chelsea,Hotels,3.0,$$,232 W 29th St,40.74837,-73.99453000000001,https://www.yelp.com/biz/holiday-inn-express-new-york-city-chelsea-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-h11FHJlDo9gJXqciVPrRQ
The William,Hotels,4.0,$$,24 E 39th St,40.750477000000004,-73.980263,https://www.yelp.com/biz/the-william-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,oaxaN-kZuIeZmz7mndoXwA
Hampton Inn Garden City Long Island,Hotels,3.5,$$,1 North Ave,40.74127439314329,-73.6095517873764,https://www.yelp.com/biz/hampton-inn-garden-city-long-island-garden-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,BK17POxnqPhAHsiaSZDz1A
The Mave Hotel,Hotels,3.0,$$,62 Madison Ave,40.7436169452076,-73.9862126624481,https://www.yelp.com/biz/the-mave-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,063UhfsNjEcCzoQRpjIjHQ
Long Island Marriott,Hotels,2.5,$$,101 James Doolittle Blvd,40.723494,-73.587676,https://www.yelp.com/biz/long-island-marriott-uniondale-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,zjAMNm4QGZydVIXy4tC5Xw
New York Marriott Marquis,Hotels,3.5,$$$,1535 Broadway,40.758586211940106,-73.9858202037049,https://www.yelp.com/biz/new-york-marriott-marquis-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,55Ofcjm1DPf4LVr73-4-1g
Hampton Inn Woodbridge,Hotels,3.0,$$,370 US-9 N,40.5375898,-74.2946889996,https://www.yelp.com/biz/hampton-inn-woodbridge-woodbridge-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TaD-uMF7r06MMvPdYLy6bQ
Wyndham Garden Fresh Meadows Flushing,Hotels,2.0,$$$,6127 186th Street,40.73944,-73.787578,https://www.yelp.com/biz/wyndham-garden-fresh-meadows-flushing-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NJs_RBADvg1zemPi2w5zvA
Comfort Inn Staten Island,Hotels,2.5,$$,310 Wild Ave,40.586191147866394,-74.19021569080729,https://www.yelp.com/biz/comfort-inn-staten-island-staten-island-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,nYfZPRDaXvc3C_AG8Wq_Yg
Manhattan Getaways,Hotels,3.0,$$,314 W 56th St,40.766329999999996,-73.9843099,https://www.yelp.com/biz/manhattan-getaways-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0KZPOFvklUWvIJQIcJ4KeA
Hyatt Place Garden City,Hotels,3.5,$$,5 N Ave,40.741459269095785,-73.6085935411044,https://www.yelp.com/biz/hyatt-place-garden-city-garden-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,7RmosAxvW6T4Btto7kDn8w
Courtyard by Marriott New York Manhattan/Midtown East,Hotels,4.0,$$,866 3rd Ave,40.757454761293396,-73.9699241362457,https://www.yelp.com/biz/courtyard-new-york-manhattan-midtown-east-new-york-6?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,m2eKA1AJTc47YpErc-ikhA
Hotel Giraffe,Hotels,4.5,$$$,365 Park Ave S,40.7421,-73.98461,https://www.yelp.com/biz/hotel-giraffe-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NVsI5DRm1CszltskWJvvZQ
The Pierre,Hotels,4.0,$$$$,2 E 61st St,40.765242,-73.972014,https://www.yelp.com/biz/the-pierre-new-york-5?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,wr4yApe97nqETNqJJMrHsg
"The Beekman, A Thompson Hotel",Hotels,4.0,$$$,123 Nassau St,40.711144299999994,-74.0066413,https://www.yelp.com/biz/the-beekman-a-thompson-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,nwvo49wYOrSfg3AhafhZvA
Ace Hotel New York,Hotels,4.0,$$,20 W 29th St,40.745777000000004,-73.988286,https://www.yelp.com/biz/ace-hotel-new-york-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VqMuuey8_bH3sZ5qHL9tPQ
Loews Regency New York Hotel,Hotels,3.5,$$$,540 Park Ave,40.764573,-73.968998,https://www.yelp.com/biz/loews-regency-new-york-hotel-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,5U3Kk45q34GBCGcL828ZCw
Mr. C Seaport,Hotels,4.0,$$$$,33 Peck Slip,40.70798,-74.00144,https://www.yelp.com/biz/mr-c-seaport-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,o2Hs9Ar8qKBevOXgVJ-tsg
Bowery Grand Hotel,Hotels,2.0,$,143 Bowery,40.719133153352104,-73.9945376754561,https://www.yelp.com/biz/bowery-grand-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,j3wayJ0tNwVHVwgyAx6NdQ
W Hoboken,Hotels,3.5,$$$,225 River St,40.739509000000005,-74.02771,https://www.yelp.com/biz/w-hoboken-hoboken?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JgJAG4E-r0ZQ-pp_oHBTCg
Equinox Hotel New York,Hotels,4.0,$$$$,33 Hudson Yards,40.7546506,-74.00221280000001,https://www.yelp.com/biz/equinox-hotel-new-york-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,OxjMJ0ij4QpPEbB8HkEnng
Hilton Garden Inn New York/Tribeca,Hotels,4.0,$$,39 Ave Of The Americas,40.7209583,-74.00544071475811,https://www.yelp.com/biz/hilton-garden-inn-new-york-tribeca-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,J0bkcxkGKZuaghjiPUc4MA
