,Names,Geometry,Address,Lattitude,Longitude,Category
1179,Monument to Eagles at Central Park,POINT(992104.2572453916 219146.8783569783),"Central Park Wildlife Center, Fifth Avenue at 64th Street",40.768180417507715,-73.97164499913441,Park
1180,Monument to General Henry Warner Slocum at Prospect Park,POINT(992813.841784224 184627.9992321432),"East Plaza Street, east of Soldiers and Sailors Memorial Arch",40.67343377732738,-73.96912721729754,Park
1181,Monument to Bound Hands Rising Free at McCarren Park,POINT(997351.2716857196 202646.6331423074),Father Jerzy Popieluszko Square; Bedford and Nassau Avenues,40.72288516769078,-73.95273466516086,Park
1182,Monument to Heinrich Heine Fountain at Joyce Kilmer Park,POINT(1005507.6621970534 240764.94929397103),At southern end of park,40.82749404483277,-73.92318835713053,Park
1183,Monument to Seat at Owen F. Dolen Golden Age Center,POINT(1027737.4012020528 245477.80502572656),"East Tremont Lane and Westchester Avenue; Westchester Square, facing Benson Street",40.84034797841206,-73.84283382280698,Park
1184,Monument to Ibis Totem at Crotona Park,POINT(1012541.7370396404 245314.42018190023),Crotona Pool Bath House façade,40.839961292362744,-73.89775252573344,Park
1185,Monument to Robert Fulton at Fulton Park,POINT(1002867.4762044698 186936.9644304812),Schenectady Avenue and Fulton Street,40.67975592959165,-73.93287734107376,Park
1186,Monument to Crack Is Wack at Crack Is Wack Playground,POINT(1003119.96421656 232466.2427943051),"E 128 ST, 2 AVE & HARLEM RIVER DRIVE",40.80472185157341,-73.93183930488529,Park
1187,Monument to First Symphony of the Sea at Coney Island Beach,POINT(991043.8387625515 148300.21755714717),Riegelmann Boardwalk / Louis Valentino Jr. Way,40.57372316798858,-73.97554466725703,Park
1188,Monument to Soldiers and Sailors Monument at Major John W. Mark Park,POINT(1042872.5133202224 198629.998459056),173rd Street and Hillside,40.711675961376024,-73.78854347964752,Park
1189,Monument to Urns - central park (4) at Central Park,POINT(992266.6998338848 220942.15363781157),Mall,40.77310783416384,-73.97105641651855,Park
1190,Monument to Grant's Tomb Eagles at Riverside Park,POINT(994413.9301194698 235563.0338448137),122nd St.,40.81323598874528,-73.96328190602667,Park
1191,Monument to Speeder at Crotona Park,POINT(1012465.513438806 245171.5008483082),Crotona Pool Bath House,40.839569264524684,-73.89802860191297,Park
1192,Monument to World's Fair Flagstaffs at Flushing Meadows / Corona Park,POINT(1028771.929972887 212170.9694085568),,40.748924740357786,-73.83931578592812,Park
1193,Monument to Marie Sklodowska Curie at City Hall Park,POINT(982271.6332098842 198953.23895430565),,40.71275716771333,-74.00713625045645,Park
1194,Monument to Rocky Mountain Goats at Central Park,POINT(991947.8399073036 218868.5124439001),"Central Park Zoo; Central Park Wildlife Center, west side of south façade",40.767416512928165,-73.97221000704948,Park
1195,Monument to Charging Bull at Bowling Green,POINT(980522.6091488898 196334.8859233111),"Broadway, center island north of Bowling Green",40.70556984514105,-74.01344377947241,Park
1196,Monument to Frank J. Goodwin at Chelsea Park,POINT(984429.9664916396 212360.82992123067),9th Avenue at 27th Street,40.749557938119544,-73.9993504766543,Park
1197,Monument to Marine Amphitheater Groups at Flushing Meadows / Corona Park,POINT(1028102.5602486432 208588.25347688797),Ederle Terrace Concession Building,40.73909444161783,-73.84175496347378,Park
1198,Monument to Fort Tryon Park Flagstaff at Fort Tryon Park,POINT(1002793.623005718 253269.85669881105),"Linden Terrace,  Riverside Drive and 192nd Street to Dyckman Street",40.861822451978334,-73.93296058035708,Park
1199,Monument to Mowgli Protected from the Tiger by the Wolves at Prospect Park,POINT(994084.490161553 181858.38042755425),"Prospect Park Zoo; Flatbush Avenue entrance, north side of northern kiosk",40.66583047259442,-73.96455055122445,Park
1200,Monument to Ukrainian American Flagstaff at Triangle at East 10th Street and Stuyvesant Place,POINT(987882.5724473 205211.47906248271),Stuyvesant and 10th Sts. at 2nd Avenue,40.72993400141006,-73.98689341682817,Park
1201,Monument to Skagerrak at Bellevue South Park,POINT(990425.6897363812 208981.5607611388),"East 26th Street to East 28th Street, and 2nd Avenue",40.740280535820794,-73.97771420599538,Park
1202,Monument to Blockhouse Plaque at Morningside Park,POINT(995584.8966095597 232921.2527110577),MORNINGSIDE PARK; Morningside Ave. at 123rd St.,40.80598360803675,-73.95905614769976,Park
1203,Monument to World's Fair Flagstaffs at Flushing Meadows / Corona Park,POINT(1028931.7692201436 211811.6892872304),,40.747937802319825,-73.8387412980508,Park
1204,Monument to Doric Columns at Athens Square Park,POINT(1005779.9605369716 219010.7615032196),facing sunken plaza,40.76778408380225,-73.92227419257551,Park
1205,Monument to Snow Babies at Central Park,POINT(992611.9320830554 220631.22807855904),"Entrance to Mary Harriman Rumsey Playground, East Drive at 72nd Street.",40.7722541050165,-73.96981037309347,Park
1206,Monument to Rocky Mountain Sheep at Central Park,POINT(992178.0464678854 218767.57793447372),"Central Park Zoo; Gallery, center of east façade",40.76713927042951,-73.9713790568288,Park
1207,Monument to Eagles at Central Park,POINT(992108.6847299637 218985.27631798387),"Central Park Wildlife Center, Fifth Avenue at 64th Street",40.76773685793957,-73.97162920423044,Park
1208,Monument to Unisphere and Fountain at Flushing Meadows / Corona Park,POINT(1027165.4085796326 211252.100511387),,40.74641062282245,-73.84511973770049,Park
1209,Monument to Giuseppe Verdi at Verdi Square,POINT(989376.72004956 223166.25712922213),Broadway at 73rd Street,40.77921456189313,-73.98148873481844,Park
1210,Monument to Wild Geese at Crotona Park,POINT(1012546.5011377186 245343.0041142255),Crotona Pool Bath House,40.84003973161718,-73.89773518750631,Park
1211,Monument to Randolph St. G. Walker Jr. at Randolph Walker Park,POINT(954058.6988222152 173875.63523823023),Bard Avenue and Delafied Place,40.64387358483037,-74.1087919171723,Park
1212,Monument to Delacorte Clock at Central Park,POINT(992240.7468018084 219119.90662615),Main walkway between Zoo and Children's Zoo,40.76810626479265,-73.97115228426249,Park
1213,Monument to Kryeti-Aekyad #2 at John Jay Park,POINT(998077.6773851364 219550.45005638897),East 76-78th Streets and Cherokee Place,40.769280791458904,-73.95007926470643,Park
1214,Monument to Mother Goose at Central Park,POINT(992656.5809438823 220767.58869822323),"Rumsey Playground, E. Drive at 72nd St.",40.772628336906095,-73.96964900384417,Park
1215,Monument to Quadriga: the Triumphal Progress of Columbia at Grand Army Plaza,POINT(992605.7516492158 184471.75807480517),Atop Soldiers and Sailors Memorial Arch,40.67300512931284,-73.96987757909551,Park
1216,Monument to Flying Fish at Crotona Park,POINT(1012498.8611411304 245176.26461830732),Crotona Pool Bath House,40.83958223306632,-73.89790806273133,Park
1217,Monument to Hansborough Natatorium at Hansborough Gymnasium and Public Bath,POINT(1000237.1163077204 235834.8558077216),35 West 134th Street,40.81397344523314,-73.94224448987725,Park
1218,Monument to Etched Granite Pavement at Flushing Meadows / Corona Park,POINT(1027409.2414253056 211345.52125631276),Just east of the Unisphere,40.746665852240206,-73.84423915552694,Park
1219,Monument to Grand Army Plaza Lamps at Grand Army Plaza,POINT(992581.5397553892 184404.7755972296),Plaza entrance,40.67282130027577,-73.96996494557597,Park
1220,Monument to Macombs Dam Park Fountain at Macombs Dam Park,POINT(995769.4385633022 225467.27450880408),Triangle opposite Macombs Dam Park; Jerome Avenue at 162 Street and Ogden Avenue,40.78552422323247,-73.95840233244297,Park
1221,Monument to Sport Fish at Crotona Park,POINT(1012517.9172053932 245247.7244491428),Crotona Pool Bath House,40.83977830839554,-73.89783889260957,Park
1222,Monument to Eagles at Central Park,POINT(992017.7606992276 219032.4031922221),"Central Park Wildlife Center, Fifth Avenue at 64th Street",40.76786628933525,-73.97195739641448,Park
1223,Monument to Fort Tryon Park Playground at Fort Tryon Park,POINT(1002491.8378481418 252184.5435807258),"Fort Washington Avenue, 191st Street",40.85884422359233,-73.93405455583104,Park
1224,Monument to Algernon Sidney Sullivan at Van Cortlandt Park,POINT(1013843.2675730586 263187.5130445659),Boat House,40.88901321513059,-73.89296982280811,Park
1225,Monument to Vanderbilt Gates at Central Park,POINT(997545.6341578813 228390.6902498901),Conservatory Garden; 5th Avenue and 105th Street,40.79354571958419,-73.95198255424927,Park
1226,Monument to George Washington Accompanied by Fame and Valor at Washington Square Park,POINT(985082.0101350546 205682.50764797628),"Washington Square Arch, east pier, north side",40.73122756633429,-73.99699798920946,Park
1227,Monument to Urns - central park (4) at Central Park,POINT(992077.1434544772 220693.8591868877),Mall,40.77242650073926,-73.97174108215397,Park
1228,Monument to Flanders Field Flagstaff at Linden Park,POINT(1022570.5368638932 212111.19689030945),"42 Avenue, 103 Street, 41 Avenue, 104 Street, Corona",40.748789728540224,-73.86169755043213,Park
1229,Monument to River That Flows Two Ways at Battery Park,POINT(979494.8260994704 195288.28073306385),"Admiral Dewey Promenade, harborside perimeter railing",40.702696667403394,-74.01715000030494,Park
1230,Monument to Abraham Lincoln at Union Square Park,POINT(986988.877712384 207499.27140289545),North end,40.73621375093185,-73.9901170005029,Park
1231,Monument to Wingdale at Major John W. Mark Park,POINT(1042749.5522800536 198708.0685128868),173rd Street and Hillside,40.71189105833531,-73.78898633076969,Park
1232,Monument to Alexander von Humboldt at Central Park,POINT(991628.4622652231 223265.5495815575),Central Park West and 77th Street,40.779485500536715,-73.97335816523167,Park
1233,Monument to American Merchant Mariners Memorial at Battery Park,POINT(979320.5692301393 195767.995980978),"Breakwater extension, section D",40.70401327770875,-74.01777882590173,Park
1234,Monument to Filter House Ornaments at Hamilton Fish Park,POINT(989456.4958086312 201563.2042068094),,40.7199195862364,-73.98121741052346,Park
1235,Monument to Urns - central park (4) at Central Park,POINT(992150.1866154672 221008.30278372765),Mall,40.77328950114849,-73.97147699936097,Park
1236,Monument to Baird Court Dolphin Fountains at Bronx Park,POINT(1017931.3118903936 250114.4443744719),Bronx Zoo; terrace between Fountain Circle and Baird Court,40.853117022226044,-73.87825029785981,Park
1237,Monument to Gates of Life at Flushing Meadows / Corona Park,POINT(1025936.03144522 210380.96183373037),Entrance to Flushing Meadows / Corona Park Zoo,40.74402544953803,-73.84956190876258,Park
1238,Monument to Eagles at Central Park,POINT(992032.3679534644 219055.3946160674),"Central Park Wildlife Center, Fifth Avenue at 64th Street",40.76792938197696,-73.97190463575188,Park
1239,Monument to Puerto Rican Sun at Fox Playground,POINT(1012361.4657466412 236316.2784013152),Fox and 156th Streets,40.815264553751625,-73.89844173537413,Park
1240,Monument to Ludwig Van Beethoven at Central Park,POINT(992061.6844958812 220890.65505313876),NW of mall - opposite bandshell,40.772966667581535,-73.97179666601842,Park
1241,Monument to Wingdale at Major John W. Mark Park,POINT(954736.5229258836 164609.6659093052),173rd Street and Hillside,40.61844276155348,-74.10630891371713,Park
1242,Monument to Macombs Dam Park Fountain at Macombs Dam Park,POINT(1003903.0591070504 241764.1779385656),Triangle opposite Macombs Dam Park; Jerome Avenue at 162 Street and Ogden Avenue,40.8302403569527,-73.92898344022541,Park
1243,Monument to Urns - Prospect Park (16) at Prospect Park,POINT(994023.7156767994 179174.01834222674),Grand Army Plaza entrance,40.65846255965494,-73.9647735103375,Park
1244,Monument to The Army: Genius of Patriotism Urging American Soldiers On To Victory at Grand Army Plaza,POINT(992574.586029142 184446.2748580575),"Soldiers and Sailors Memorial Arch, south façade, west pier",40.672935212967985,-73.9699899623819,Park
1245,Monument to Armillary Sphere at Sutton Parks,POINT(994743.180445224 214428.4196180552),,40.755226723625704,-73.96212547216315,Park
1246,Monument to Abraham Lincoln at Prospect Park,POINT(993973.3407775612 179145.21754680574),Flower Garden,40.65838356326693,-73.96495511338651,Park
1247,Monument to The Rowers at Central Park,POINT(992962.3979175538 221708.97132989764),Terrace in front of Loeb Boathouse; East Drive at 75th St.,40.77521188931508,-73.96854366633605,Park
1248,Monument to Sir Walter Scott at Central Park,POINT(991875.5070467144 219870.4622116387),Mall,40.770166667216856,-73.97246999929762,Park
1249,Monument to Job at Forest Park,POINT(1030029.4399250596 198143.34916989505),"West of 80th Road and Park Lane South junction, near Administration Building",40.71041600077653,-73.83487274982627,Park
1250,Monument to Sambur Attacked by Wolves at Prospect Park,POINT(994115.5596532226 181797.59249138832),"Prospect Park Zoo; Flatbush Avenue entrance, south side of southern kiosk",40.66566358865869,-73.96443864695667,Park
1251,Monument to Castello Plan at Peter Minuit Park,POINT(980525.1875558048 195107.5100972205),"State Street, between the Staten Island Ferry and Whitehall Street",40.70220098811624,-74.01343380089986,Park
1252,Monument to Eaphae-Aekyad #2 at John Jay Park,POINT(998026.8631823064 219452.14283831415),East 76th - East 78th Streets and Cherokee Place,40.76901104308756,-73.95026291581674,Park
1253,Monument to USTA Natl Tennis Center Plaques (5) at Flushing Meadows / Corona Park,POINT(1026851.8140624762 211954.81137630343),USTA Tennis Center,40.74834090089645,-73.84624703605003,Park
1254,Monument to Fort Hamilton Cannon at John Paul Jones Park,POINT(974674.7379706352 162092.05020964146),4th Avenue and 101st Street,40.61157640968548,-74.0344869829388,Park
1255,Monument to Dr. Gertrude B. Kelly at Dr. Gertrude B. Kelly Playground,POINT(983687.4023599774 209480.51087872684),DOES NOT EXIST IN PARK; 17th St. between 8th and 9th Avenues,40.741652168096174,-74.00203024983999,Park
1256,Monument to Cherry Hill Fountain at Central Park,POINT(991807.451736644 221515.8683696389),located west of Bethesda Terrace near the 72nd Street cross drive; Cherry Hill Concourse,40.77468293529546,-73.97271384570182,Park
1257,Monument to Thomas Moore at Central Park,POINT(991669.3394800574 218344.81401622292),"Poet's Corner, East Driv, near 60th Street",40.76597933457751,-73.97321600021871,Park
1258,Monument to George Washington Accompanied by Wisdom and Justice at Washington Square Park,POINT(985043.584358886 205709.2005079836),"Washington Square Arch, west pier, north side",40.73130083522385,-73.9971366317216,Park
1259,Monument to Winfield Memorial at Victorious America Triangle,POINT(1012075.0066738874 208784.89186313748),65th Place and Laurel Hill Boulevard,40.739699113208836,-73.89959063502296,Park
1260,Monument to Alben Square Flagstaff at Alben Memorial Square,POINT(985756.7236806304 172217.62641514838),"Ft. Hamilton Pkwy., New Utrecht and 11th Avenues, and 46th Street",40.63937403777726,-73.99457101031427,Park
1261,Monument to Carroll Park Memorial at Carroll Park,POINT(985539.6932748108 187401.13377772272),"Smith, Carroll, and President Streets",40.6810494535091,-73.99535010483835,Park
1262,Monument to Icon II at Sailors Snug Harbor,POINT(955546.1495874672 174029.15822514892),West Lawn,40.644299917749954,-74.10343266671087,Park
1263,Monument to Free Form at Flushing Meadows / Corona Park,POINT(1026696.1444263012 211565.06215581295),"Mall, northwest of Armillary Sphere",40.74727188752041,-73.84681131753844,Park
1264,Monument to Eagles and Vultures at Central Park,POINT(992174.3952284752 218797.1972978115),"Central Park Zoo; Gallery, north façade above entrance",40.76722057117357,-73.97139220320133,Park
1265,Monument to Independence Flagstaff at Union Square Park,POINT(986937.6901507227 207392.95206172764),Center of park,40.73592194629732,-73.99030174879341,Park
1266,Monument to Madison Square Fountain at Madison Square Park,POINT(987492.926573053 209506.23622097075),Center axis at 24th Street,40.74172220106996,-73.98829721700325,Park
1267,Monument to Netanyahu Memorial at Pelham Parkway,POINT(1021406.1832214744 251504.13253997263),"LT. COL. Y. NETANYAHU LAND; Pelham Parkway, Holland Avenue",40.856917357472994,-73.86568180425962,Park
1268,Monument to Woodside Doughboy at Carl R. Sohncke Square,POINT(1009532.2027043848 211174.4861653149),"Woodside and Roosevelt Avenues, 39 Road and 52 Street",40.74626558424026,-73.90875761273033,Park
1269,Monument to McLaughlin Park World War I Memorial at McLaughlin Park,POINT(988405.685574308 192943.4140317291),"Tillary and Jay Streets, Cathedral Place",40.69626085775277,-73.98501355985262,Park
1270,Monument to Marine Heroes Tablet at Riverside Park,POINT(990452.8314143866 228408.99205055836),West 93rd Street,40.79360377813632,-73.97759833299526,Park
1271,Monument to Time Capsule II Marker at Flushing Meadows / Corona Park,POINT(1027118.8286202996 210020.37823730707),,40.74303008462592,-73.84529569353168,Park
1272,Monument to Bolivar Plaza Plaque at Central Park,POINT(990935.9954743088 218259.0766548961),Bolivar Plaza wall; Central Park South and 6th Avenue,40.76574459274331,-73.97586347543405,Park
1273,Monument to Giuseppe Mazzini at Central Park,POINT(990742.712068215 221000.7211059779),West Drive opposite 62nd St.,40.77326983727667,-73.97655858225394,Park
1274,Monument to Putnam Memorial at Veterans Park,POINT(947705.9093624651 171293.9255066365),"Herberton to Park Aves, Bennett to Vreeland Streets",40.63676341803307,-74.13166966625079,Park
1275,Monument to Penguins at Central Park,POINT(992108.4058591424 218819.62146556377),"Central Park Zoo; Gallery, north end of west façade",40.76728217860326,-73.97163040466921,Park
1276,Monument to Chelsea Park Memorial (Doughboy) at Chelsea Park,POINT(984369.4193686396 212345.49005688727),9th Avenue between 27th and 28th Streets,40.74951583508467,-73.99956899966138,Park
1277,Monument to Sullivan Memorial Fountain at Schiff Parkway Center Plots,POINT(985952.8361493052 201686.3535668105),intersection with the Bowery,40.72025896976708,-73.9938569363804,Park
1278,Monument to Jerry McAuley Drinking Fountain at Greeley Square,POINT(987510.5341493934 212093.46595464647),,40.748823492123755,-73.98823242211044,Park
1279,Monument to The Watering Place at Joseph H. Lyons Playground,POINT(963107.6813803912 171538.12055630982),Victory Blvd. and Bay St.,40.63748383460769,-74.07617733384556,Park
1280,Monument to American Redout Marker at Fort Washington Park,POINT(999589.4237054735 249556.72862640023),"Promontory north of George Washington Bridge, southwest of railroad trestle near 180th Street (cross at 181st Street Pedestrian Bridge and proceed south on greenway)",40.85163717720944,-73.94455298397739,Park
1281,Monument to George M. Cohan at Father Duffy Square,POINT(988378.703672886 215740.61876530945),,40.75883363792268,-73.98509687633444,Park
1282,Monument to Pell Graves at Pelham Bay Park,POINT(1038005.485652715 256701.16184405985),"Bartow-Pell Mansion, Shore Road",40.871096130203426,-73.80563443516505,Park
1283,Monument to Peter Chappetto Flagstaff at Peter Chappetto Memorial Square,POINT(1005788.9382093102 221531.07339172065),"Hoyt Ave, 21st and 23rd Streets, Astoria",40.77470165784815,-73.92223370458574,Park
1284,Monument to 307th Infantry Memorial Grove at Central Park,POINT(992277.8766487986 220507.1128412336),East of Mall,40.77191375081825,-73.97101658331466,Park
1285,Monument to Brigadier General Winfield Scott Hancock at Hancock Park,POINT(997186.4524615556 234210.238978222),Manhattan Avenue at 123rd Street,40.80951931867584,-73.95326853340798,Park
1286,Monument to The Isaiah Wall at Ralph J. Bunche Park,POINT(992676.7282133102 212391.19961114228),1st Avenue and 43rd Street; across from the United Nations,40.74963728192374,-73.96958676428363,Park
1287,Monument to McCarren Park World War II Flagstaff at McCarren Park,POINT(997393.022258386 202671.83814439175),Bedford Avenue & Lorimer Street,40.72295428738137,-73.95258399282025,Park
1288,Monument to Phillip Mazzei Flagstaff at Pelham Parkway Houses Playground,POINT(1023441.0508708804 253535.71738755703),Mace Avenue and Williamsbridge Road; Philip Mazzei Playground,40.86248464152314,-73.85831396836932,Park
1289,Monument to Bronx Local Board #2 World War Memorial at Graham Square,POINT(1004547.4121490568 234937.31101489067),"Third Avenue, Morris Avenue, and 139th Street",40.81150108399897,-73.9266757134552,Park
1290,Monument to Captain George H. Tilly at Captain Tilly Memorial Park,POINT(1040026.4589729756 198457.5827933997),Highland Avenue and 165th St.,40.71122112211273,-73.79881083736217,Park
1291,Monument to Imagine at Central Park,POINT(990927.4639953076 221870.5799305588),"Strawberry Fields, Central Park West and 72nd Street",40.775657233945694,-73.97589068585512,Park
1292,Monument to Jewish-American Tercentenary Flagstaff at Peter Minuit Park,POINT(980589.589986056 195102.4881256372),"Peter Minuit Plaza, State and Whitehall Streets",40.70218723085657,-74.01320152623032,Park
1293,Monument to Paul J. Rainey Memorial Gates at Bronx Park,POINT(1018153.7766685486 250904.6320985556),"Bronx Zoo Entrance, Pelham Parkway",40.855284998554666,-73.87744214684548,Park
1294,Monument to The Hiker at Tompkinsville Park,POINT(963054.3675106316 171587.6243943125),,40.63761958461365,-74.07636958305868,Park
1295,Monument to Gracie Mansion Garden Tablet at Carl Schurz Park,POINT(1000173.0829712152 222082.49682955444),Gracie Mansion garden - Not Found 4/06 by J&V,40.77622707025407,-73.9425084257156,Park
1296,Monument to Mohandas Gandhi at Union Square Park,POINT(986655.1037736386 207255.6167064756),"West side of park, near 14th Street",40.73554507600056,-73.99132148152168,Park
1297,Monument to Burnett Memorial Fountain at Central Park,POINT(997333.7297260612 228251.01205156744),Southern end of Conservatory Garden,40.79316265700512,-73.95274812325836,Park
1298,Monument to Drinking Fountain at Central Park,POINT(994245.054472968 226875.76283356547),"West Drive, 92nd Street, near tennis house",40.78939200178288,-73.96390491593927,Park
1299,Monument to Ronald McNair at Dr. Ronald McNair Park,POINT(994792.3985226305 183575.24444788691),"Eastern Pkwy, Washington to Classon Aves",40.670542066581596,-73.96199613686042,Park
1300,Monument to Firemen's Memorial Tablet Horses at Riverside Park,POINT(991607.8090912998 230254.5693961382),"Firemens Memorial Terrace, Riverside Drive at 100th Street",40.79866850068128,-73.97342508292397,Park
1301,Monument to Commissioner Newbold Morris at Central Park,POINT(992130.1105401368 218892.5392987281),Between Arsenal and Central Park Zoo; next to bench at the SW corner of building,40.767482299817196,-73.97155196321454,Park
1302,Monument to Turkeys at Central Park,POINT(992171.2784368098 218755.59108181295),"Central Park Zoo; Gallery, south end of east façade",40.767106375694524,-73.97140350413977,Park
1303,Monument to S. Rankin Drew Marker at Central Park,POINT(991978.4556597172 221123.437395975),North end of mall,40.773605667315266,-73.97209688797723,Park
1304,Monument to Christopher Columbus Tablet at Columbus Park,POINT(987030.5597156436 192087.43181981143),"In front of New York State Supreme Court Building, at Montague and Court Streets",40.693911924044095,-73.9899729604586,Park
1305,Monument to Maryland Memorial at Prospect Park,POINT(992640.8595186324 179083.699297145),Lookout Hill,40.65821607213778,-73.96975772146176,Park
1306,Monument to Margaret Loeb Kempner at Washington Square Park,POINT(984859.6982437224 205361.7717408985),"Washington Square, 4th Street, Kempner Playground",40.7303472429388,-73.99780015116463,Park
1307,Monument to Bushwick War Memorial at Memorial Gore,POINT(1000226.6514336318 199718.6170167327),"Bushwick, Metropolitan and Maspeth Avenues",40.71484374349454,-73.94236813721132,Park
1308,Monument to Soldiers and Sailors Memorial Arch at Grand Army Plaza,POINT(992608.2276941388 184457.6029193997),,40.67296627425352,-73.969868670526,Park
1309,Monument to General Josiah Porter at Van Cortlandt Park,POINT(1013333.619642228 264023.9995605648),"Behind Van Cortlandt House, Broadway at 245th Street",40.891310799292576,-73.8948094353039,Park
1310,Monument to Clinton War Memorial (Doughboy) at De Witt Clinton Park,POINT(985931.3168353884 218903.96053572),11th Avenue and 53rd Street,40.76751700035788,-73.99393026442254,Park
1311,Monument to Holocaust Memorial at Hammarskjold Plaza,POINT(992989.0760138036 213256.98265647888),,40.752013334319855,-73.96845833252547,Park
1312,Monument to Liam O'Brien Memorial at Pelham Bay Park,POINT(1036935.1367435604 261623.25829905272),"Split Rock Golf Course, twelfth hole",40.88461218322407,-73.8094658098544,Park
1313,Monument to Isidor and Ida Straus at Straus Park,POINT(993051.905612558 231379.41491547227),Broadway at 106th Street,40.801754573698084,-73.96820782451782,Park
1314,Monument to Cockatoos and Ara at Central Park,POINT(992099.4823205472 218790.09068472683),"Central Park Zoo; Gallery, west end of south façade",40.76720113219738,-73.9716626539807,Park
1315,Monument to Flushing World War Memorial at Flushing Fields,POINT(1035052.952187717 220623.16707105932),149th Street and Bayside Avenue,40.772089949369494,-73.81658312136409,Park
1316,Monument to Carl Schurz Memorial at Morningside Park,POINT(995584.8966095597 232921.2527110577),Morningside Drive at 116th Street,40.80598360803675,-73.95905614769976,Park
1317,Monument to Governor Alfred E. Smith Memorial at Alfred E. Smith Park,POINT(985001.6362800598 198258.3951996416),"Catherine Street, between Cherry and Monroe Streets, fronting the Governor A.E. Smith Houses",40.71085017616309,-73.99728881857857,Park
1318,Monument to Friedel Memorial Drinking Fountain at Central Park,POINT(995693.2385844736 225024.8255905658),"Runners Gate, 90th Street and 5th Avenue",40.784309918026565,-73.95867825065812,Park
1319,Monument to Tulip Tree at Inwood Hill Park,POINT(1005348.3426337988 257442.17118881643),,40.873268444943015,-73.92371155502616,Park
1320,Monument to Corporal George J. Wellbrock Memorial at Corporal George J.A. Wellbrock Triangle,POINT(1030412.8735413848 186650.87641997635),"Rockaway Boulevard, 106th Street, 109 Avenue",40.67886989215189,-73.83356846144243,Park
1321,Monument to Unionport Memorial at Church Square,POINT(1025672.4994919748 241663.1584555656),"Castle Hill Avenue, Watson Avenue, Cross Bronx Expressway",40.82988781806105,-73.85032004849094,Park
1322,Monument to City Employees War Memorial at Central Park,POINT(992012.7098563015 221021.7991478145),"West of north end of Mall, opposite Naumberg Bandshell",40.77332666693154,-73.97197333273178,Park
1323,Monument to Navy Walk Tablet at Central Park,POINT(992166.4490501434 221391.647817567),"West walk, fountain esplanade",40.77434166824871,-73.97141783352897,Park
1324,Monument to Richmond Hill War Memorial at Forest Park,POINT(1028182.0594334753 194831.59857556224),Myrtle Avenue and  Park Lane South,40.701335406677586,-73.84155787568343,Park
1325,Monument to The New York Times Capsule at Theodore Roosevelt Park,POINT(991233.1175834686 223979.49697256088),entry plaza outside the Columbus Avenue pavilion of The American Museum of Natural History,40.78144541824276,-73.97478491670189,Park
1326,Monument to Bowdoin Horse Trough I at Flushing Park Center Plots,POINT(1031381.0822348892 217471.552639395),Northern Boulevard and Linden Place,40.76345994182741,-73.82986195430665,Park
1327,Monument to Lieutenant Colonel George U. Harvey Memorial Plaque at Lost Battalion Hall,POINT(1021483.0869390516 205886.2418205589),Queens Blvd between 62 Ave and 62 Rd; front lobby of rec center,40.73170843970869,-73.86565670963058,Park
1328,Monument to The Family at New Abingdon Playground,POINT(982793.7935828865 207434.23085056245),"Bleecker and West 11th Street, north-west corner, sitting area under Linden trees",40.73603553487411,-74.00525457880366,Park
1329,Monument to American Antelopes at Central Park,POINT(992341.8181219696 219062.77649106085),"Central Park Zoo; School, center of east façade",40.767949365472546,-73.9707874714409,Park
1330,Monument to Eagles and Prey at Central Park,POINT(991858.1665302216 220696.88641181588),,40.77243500086184,-73.97253166734153,Park
1331,Monument to Eagles and Prey at Central Park,POINT(991858.1665302216 220696.88641181588),,40.77243500086184,-73.97253166734153,Park
1332,Monument to Daniel & Flor Guggenheim Memorial Bandshell at Damrosch Park,POINT(988264.1845449656 220761.8183685541),Amsterdam Avenue and West 62nd Street,40.77261558477568,-73.98550725017763,Park
1333,Monument to Middle Village War Memorial at Middle Village Playground,POINT(1018274.7390250564 199598.02703480425),"77 Street, 66 Road, Gray Street",40.71446175266429,-73.87726474717381,Park
1334,Monument to Reverend Matthew J. Crosson Tablet at Reverend Matthew J. Crosson Memorial Park,POINT(1013107.1794783026 210033.69317130744),TRIANGLE F/BQE; Woodside Avenue at 69th Street,40.743123451806,-73.8958605805507,Park
1335,Monument to First Avenue Underpass at Sitting Area on 1st Avenue between East 41st and 42nd Streets,POINT(992401.0345389694 211917.70383897424),NEAR UNITED NATIONS SITE; Between East 41st and 42nd Streets on First Avenue,40.74833791381463,-73.97058235497562,Park
1336,Monument to Thomas Moore Memorial at Prospect Park,POINT(994099.6640157253 179235.0995848924),Flower Garden,40.65863013007038,-73.96449968765042,Park
1337,Monument to East Side Post 868 American Legion Flagstaff at Tompkins Square Park,POINT(989385.598640725 204036.7074618936),Near Park Office,40.72670879509826,-73.98147128671312,Park
1338,Monument to Emma Lazarus Memorial Plaque at Battery Park,POINT(979429.3659285604 195630.0959943086),West of Castle Clinton,40.703634834602525,-74.01738633349981,Park
1339,Monument to Murray Hill War Memorial at St. Vartan's Park,POINT(991671.3142136337 210714.2872825563),35th-36th Streets and 1st and 2nd Avenues,40.745035480127726,-73.97321729364454,Park
1340,Monument to Castle Clinton National Monument Plaques at Battery Park,POINT(979669.8346077204 195560.52297072115),,40.70344400073622,-74.0165190001579,Park
