,Lodging,Type,Rating,Price,Address,Lat,Lng,url,ID
48,Pod Times Square Hotel,Hotels,3.5,$$,400 W 42nd St,40.75845,-73.99308,https://www.yelp.com/biz/pod-times-square-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,sYU9GFmkZU4FcyTer9SxnQ
49,Clinton Inn Hotel & Event Center,Hotels,2.0,$$,145 Dean Dr,40.9225134,-73.9648088,https://www.yelp.com/biz/clinton-inn-hotel-and-event-center-tenafly?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TeXrGCCZh9RNE8FFA-Q-6Q
50,Fairfield Inn & Suites New York Queens/Queensboro Bridge,Hotels,4.0,$$,29-27 40th Rd,40.751419,-73.935123,https://www.yelp.com/biz/fairfield-inn-and-suites-new-york-queens-queensboro-bridge-long-island-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,cO-vyjC5eK31QxrnQx9ItQ
51,Red Roof Inn Queens,Hotels,2.5,$$,3805 Hunters Point Ave,40.736868,-73.927924,https://www.yelp.com/biz/red-roof-inn-queens-long-island-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,c9C_NjEyLZNKadXXbRoPHQ
52,"The Algonquin Hotel Times Square, Autograph Collection",Hotels,3.5,$$$,59 W 44th St,40.755939,-73.982372,https://www.yelp.com/biz/the-algonquin-hotel-times-square-autograph-collection-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,12_K-63pDkGPQFqz2jmIHA
53,Ramada by Wyndham Yonkers,Hotels,1.0,$$,125 Tuckahoe Rd,40.95578,-73.86476,https://www.yelp.com/biz/ramada-by-wyndham-yonkers-yonkers?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-ewv04MMsvTXBLOadsFTdw
54,Microtel by Wyndham Long Island City,Hotels,,,29 12 40th Ave,40.7519847,-73.9351986,,
55,Fairfield Inn & Suites by Marriott North Bergen,Hotels,4.5,$$,1707 69th St,40.7996789505826,-74.0223491191863,https://www.yelp.com/biz/fairfield-inn-and-suites-by-marriott-north-bergen-north-bergen-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-C9Tu-dcjZegsoO0sE45hQ
56,Ramada by Wyndham Rockville Centre,Hotels,2.0,$$,1000 Sunrise Hwy,40.656081,-73.623226,https://www.yelp.com/biz/ramada-by-wyndham-rockville-centre-rockville-centre?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Xv1dh_zKkHigJqJH-Fs8hg
57,Fairfield Inn New York JFK Airport,Hotels,3.5,$$,156-08 Rockaway Blvd,40.6663349751421,-73.780215382576,https://www.yelp.com/biz/fairfield-inn-new-york-jfk-airport-jamaica?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JvO_bI2eU7j99T5EARhgGw
58,Sheraton Tribeca New York Hotel,Hotels,3.0,$$,370 Canal St,40.7208722336195,-74.0042977722419,https://www.yelp.com/biz/sheraton-tribeca-new-york-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,WAUY1L-MrBsfdZJBWfpNrg
59,Residence Inn by Marriott New York Manhattan/Central Park,Hotels,4.0,$$$,1717 Broadway,40.7642729498133,-73.9826629963773,https://www.yelp.com/biz/residence-inn-by-marriott-new-york-manhattan-central-park-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,q3tNUSDa3EXWVn_RA2OGxA
60,Hilton Garden Inn Edison/Raritan Center,Hotels,3.0,$$,50 Raritan Center Pkwy,40.5222896302813,-74.3381336331367,https://www.yelp.com/biz/hilton-garden-inn-edison-raritan-center-edison?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,MVq_IEQ5tGMT33cRBibDYw
61,Country Inn & Suites by Radisson,Hotels,2.5,$$,100 International Blvd,40.66278463323689,-74.17674241746126,https://www.yelp.com/biz/country-inn-and-suites-by-radisson-elizabeth?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,BO4taj7T0O09fnIT7QzYAQ
62,The Michelangelo New York - Starhotels Collezione,Hotels,4.0,$$$,152 W 51st St,40.7612243,-73.9820291,https://www.yelp.com/biz/the-michelangelo-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0iIaLaMfbWjZ0NktXu3fRQ
63,The Evelyn,Hotels,3.5,$$,7 E 27th St,40.74398,-73.98698,https://www.yelp.com/biz/the-evelyn-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,bNOra2VzCmrqq2u5xTD62Q
64,Ravel Hotel,Hotels,2.5,$$,8-08 Queens Plz S,40.753908,-73.949414,https://www.yelp.com/biz/ravel-hotel-long-island-city-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,O4S2ZhhQ674R1aCVpP7bHw
65,Six Columbus - Central Park,Hotels,3.0,$$,308 W 58th St,40.7676,-73.98313,https://www.yelp.com/biz/six-columbus-central-park-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VBz7yO6GtFRxJFEiWvxaAQ
66,Hampton Inn & Suites Staten Island,Hotels,3.5,$$,1120 South Ave,40.6130952378944,-74.1788882017135,https://www.yelp.com/biz/hampton-inn-and-suites-staten-island-staten-island?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,5QlofYfJ0yClMm510BqA3A
67,Element Harrison - Newark,Hotels,4.0,$$,399 Somerset St,40.739958,-74.156711,https://www.yelp.com/biz/element-harrison-newark-harrison?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,WAJqjgGoppNSlRcUGPLbXQ
68,Best Western Queens Court Hotel,Hotels,1.5,$$,13351 39th Ave,40.7597642,-73.8327701,https://www.yelp.com/biz/best-western-queens-court-hotel-flushing?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Jjlu4ciHrfYjrkF4hLxoBQ
69,Hilton Garden Inn New York/Staten Island,Hotels,3.0,$$,1100 South Ave,40.6148942,-74.1767925,https://www.yelp.com/biz/hilton-garden-inn-new-york-staten-island-staten-island?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,yBZynQEOwaRyx29XGJadPQ
70,Kimpton Muse Hotel,Hotels,4.0,$$,130 W 46th St,40.75792,-73.98375,https://www.yelp.com/biz/kimpton-muse-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,WfvmTSaUSYmkq909QmVdoQ
71,Hampton Inn New York - LaGuardia Airport,Hotels,3.5,$$,102-40 Ditmars Blvd,40.7679592,-73.867752,https://www.yelp.com/biz/hampton-inn-new-york-laguardia-airport-east-elmhurst?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,MBNdzlw50WDRuGUuFujs4w
72,Holiday Inn Express Staten Island West,Hotels,2.5,$$,300 Wild Ave,40.58651,-74.1905,https://www.yelp.com/biz/holiday-inn-express-staten-island-west-staten-island?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vVDk5uCS3lO8ecRJEb1pTw
73,Courtyard by Marriott Paramus,Hotels,3.5,$$,320 Route 17 N,40.9421777844021,-74.070604801178,https://www.yelp.com/biz/courtyard-by-marriott-paramus-paramus-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1O9PAJ2fACH37QHcGfqphw
74,Residence Inn by Marriott Wayne,Hotels,4.0,$$$,30 Nevins Rd,40.9649647220116,-74.2251321673393,https://www.yelp.com/biz/residence-inn-by-marriott-wayne-wayne?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,D0gau3yHHQwHYTMURkQ4Jw
75,Hyatt Place Fair Lawn/Paramus,Hotels,3.0,$$,41-01 Broadway,40.9270838902216,-74.0927823430733,https://www.yelp.com/biz/hyatt-place-fair-lawn-paramus-fair-lawn-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,y2152Smk5BLwfzplqZ9L9g
76,Hotel Nirvana,Hotels,,,12-02 37th Ave,40.7592443597216,-73.9398866146803,,
77,Homewood Suites by Hilton Edgewater-NYC Area,Hotels,3.5,$$,10 The Promenade,40.8068508493117,-73.9899251662704,https://www.yelp.com/biz/homewood-suites-by-hilton-edgewater-nyc-area-edgewater-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QeE1MSBYgSURldK4RtFzPA
78,Hilton Garden Inn New York/Times Square Central,Hotels,3.0,$$,136 W 42nd St,40.7552539,-73.9857318,https://www.yelp.com/biz/hilton-garden-inn-new-york-times-square-central-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,fVnTJoGDJg3spEHtp9g91w
79,Wellington Hotel,Hotels,3.0,$$,871 7th Ave,40.764498606050786,-73.9805448697516,https://www.yelp.com/biz/wellington-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,gpegF49qswvvHJREAOfbnw
80,Hilton Garden Inn Queens/JFK Airport,Hotels,3.0,$,148-18 134th St,40.665761243085,-73.8062596321106,https://www.yelp.com/biz/hilton-garden-inn-queens-jfk-airport-jamaica?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NDhASdWfr5vevVqrkM-eqw
81,DoubleTree by Hilton Fairfield Hotel & Suites,Hotels,,,690 Route 46 E,40.8902215403629,-74.2681215042992,,
82,Room Mate Grace Hotel,Hotels,3.5,$$,125 W 45th St,40.7574462890625,-73.9838180541992,https://www.yelp.com/biz/room-mate-grace-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,R413IgmjjTyjB1Y8HlHziA
83,DoubleTree by Hilton Newark Penn Station,Hotels,2.5,$$,1048 Raymond Blvd,40.735427,-74.16537,https://www.yelp.com/biz/doubletree-by-hilton-newark-penn-station-newark-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,XF2DxiPCo4pmyY0gLJR3EA
84,Da Vinci Hotel,Hotels,3.0,$$,244 W 56th St,40.765644,-73.983001,https://www.yelp.com/biz/da-vinci-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,AbDtxVq8o8Z-NEB57Y0LjA
85,InterContinental New York Times Square,Hotels,3.5,$$$,300 W 44th St,40.7586,-73.98958,https://www.yelp.com/biz/intercontinental-new-york-times-square-new-york-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NGiDaYEYXYFdmBxmyaqSNQ
86,Cachet Boutique NYC,Hotels,2.5,$$$,510 W 42nd St,40.759766,-73.996469,https://www.yelp.com/biz/cachet-boutique-nyc-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,uzox1BcyjxBBqbWEXN6pLQ
87,The Hotel at Times Square,Hotels,3.5,$$,59 W 46th St,40.757217,-73.981254,https://www.yelp.com/biz/the-hotel-at-times-square-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xCga72noeVqNA-ICudcDAA
88,Residence Inn by Marriott New York Manhattan/Midtown East,Hotels,4.0,$$,148 E 48th St,40.75481,-73.972656,https://www.yelp.com/biz/residence-inn-new-york-manhattan-midtown-east-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Nb6yCFZ8PXuITehsyZR37Q
89,Comfort Inn Edison - New Brunswick,Hotels,,,831 Route 1 South,40.51469,-74.378554,,
90,Manhattan Getaways,Hotels,3.0,$$,314 W 56th St,40.76633,-73.9843099,https://www.yelp.com/biz/manhattan-getaways-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0KZPOFvklUWvIJQIcJ4KeA
91,Wyndham Garden Fresh Meadows Flushing,Hotels,2.0,$$$,6127 186th Street,40.73944,-73.787578,https://www.yelp.com/biz/wyndham-garden-fresh-meadows-flushing-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NJs_RBADvg1zemPi2w5zvA
92,Homewood Suites by Hilton Midtown Manhattan Times Square-South,Hotels,4.0,$$,312 West 37th Street,40.754269,-73.993082,https://www.yelp.com/biz/homewood-suites-by-hilton-midtown-manhattan-times-square-south-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,H70MP8NTWNrRQRGffo7Ouw
93,Hampton Inn Woodbridge,Hotels,3.0,$$,370 US-9 N,40.5375898,-74.2946889996,https://www.yelp.com/biz/hampton-inn-woodbridge-woodbridge-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TaD-uMF7r06MMvPdYLy6bQ
94,New York Marriott Marquis,Hotels,3.5,$$$,1535 Broadway,40.7585862119401,-73.9858202037049,https://www.yelp.com/biz/new-york-marriott-marquis-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,55Ofcjm1DPf4LVr73-4-1g
95,Long Island Marriott,Hotels,2.5,$$,101 James Doolittle Blvd,40.723494,-73.587676,https://www.yelp.com/biz/long-island-marriott-uniondale-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,zjAMNm4QGZydVIXy4tC5Xw
96,The Mave Hotel,Hotels,3.0,$$,62 Madison Ave,40.7436169452076,-73.9862126624481,https://www.yelp.com/biz/the-mave-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,063UhfsNjEcCzoQRpjIjHQ
97,Hyatt Place Garden City,Hotels,3.5,$$,5 N Ave,40.74145926909579,-73.6085935411044,https://www.yelp.com/biz/hyatt-place-garden-city-garden-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,7RmosAxvW6T4Btto7kDn8w
98,Hampton Inn Garden City Long Island,Hotels,3.5,$$,1 North Ave,40.7412743931433,-73.6095517873764,https://www.yelp.com/biz/hampton-inn-garden-city-long-island-garden-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,BK17POxnqPhAHsiaSZDz1A
99,Holiday Inn Express New York City - Chelsea,Hotels,3.0,$$,232 W 29th St,40.74837,-73.99453,https://www.yelp.com/biz/holiday-inn-express-new-york-city-chelsea-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-h11FHJlDo9gJXqciVPrRQ
100,Holiday Inn Express New York-Brooklyn,Hotels,2.5,$$,625 Union St,40.67817,-73.98444,https://www.yelp.com/biz/holiday-inn-express-new-york-brooklyn-brooklyn-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,fo5IyD5Vsz6g85a_fAexmQ
101,Home2 Suites By Hilton Hasbrouck Heights,Hotels,4.0,$$,377 Rte 17 S,40.8628912,-74.0657973,https://www.yelp.com/biz/home2-suites-by-hilton-hasbrouck-heights-hasbrouck-heights?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,h1ye0FUwvYNUrv_G7OE2xw
102,HGU New York,Hotels,3.5,$$,34 E 32nd St,40.746,-73.98333,https://www.yelp.com/biz/hgu-new-york-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,DSSqAoqdkNBnXWvcZfhZVg
103,Four Points by Sheraton Manhattan SoHo Village,Hotels,3.5,$$,66 Charlton St,40.72697,-74.00611,https://www.yelp.com/biz/four-points-by-sheraton-manhattan-soho-village-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,DJyd2GApggTIxCmkjYC8EQ
