,Lodging,Type,Rating,Price,Address,Lat,Lng,url,ID
70,Arlo SoHo,Hotels,3.5,$$,231 Hudson St,40.724495,-74.007965,https://www.yelp.com/biz/arlo-soho-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QnNDwDZDVAatr1Q_UBBl-w
71,Astor On The Park Hotel,Hotels,3.0,$$,465 Central Park W,40.7984700162487,-73.9599083391796,https://www.yelp.com/biz/astor-on-the-park-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,EikHmTo7OH2lkNqlFMWZFA
72,The Jane Hotel,Hotels,2.5,$$,113 Jane St,40.738362,-74.009413,https://www.yelp.com/biz/the-jane-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,sDrRAoS8yhs091NMn52_QA
73,Hampton Inn Ridgefield Park,Hotels,3.0,$$,100 Route 46 E,40.844709,-74.014747,https://www.yelp.com/biz/hampton-inn-ridgefield-park-ridgefield-park?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QWPqFLDkdziHCkaFZxSAQg
74,Wyndham Garden Chinatown,Hotels,3.5,$$,93 Bowery,40.7171,-73.99533,https://www.yelp.com/biz/wyndham-garden-chinatown-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,adpehB-xkZzcmH4iYMMPNA
75,LUMA Hotel Times Square,Hotels,4.5,$$$,120 W 41st St,40.754428,-73.985781,https://www.yelp.com/biz/luma-hotel-times-square-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,006_rHOAhT87Xf6XoY_IxQ
76,11 Howard,Hotels,3.0,$$$,11 Howard St,40.7188821441743,-74.0003628709909,https://www.yelp.com/biz/11-howard-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,eGkOkpRpzpU6KV3NDJq4vw
77,Courtyard Long Island City/ New York Manhattan View,Hotels,3.5,$$,29-15 Queens Plz N,40.750063,-73.937074,https://www.yelp.com/biz/courtyard-long-island-city-new-york-manhattan-view-long-island-city-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,bFchhkoymkn6e50WEnHYMw
78,The Leon Hotel,Hotels,3.5,$$,125 Canal St,40.716076,-73.9952133,https://www.yelp.com/biz/the-leon-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,pi2sOXrCKVpKdPMaSwJ-_Q
79,Hilton Garden Inn New York Times Square South,Hotels,3.5,$$$,326 W 37th St,40.754486,-73.9935985207558,https://www.yelp.com/biz/hilton-garden-inn-new-york-times-square-south-new-york-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,OExta9oMRDtP1i685S5lyg
80,Long Beach Hotel,Hotels,2.5,$$,405 E Broadway,40.585109,-73.652076,https://www.yelp.com/biz/long-beach-hotel-long-beach?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,hObG_aqfJDWSBD0IOJwy2g
81,Comfort Inn Times Square West,Hotels,3.5,$$,343 W 44th St,40.7595373,-73.9906663,https://www.yelp.com/biz/comfort-inn-times-square-west-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,x_vpf-UHDFNUIc-rKIszcA
82,Smyth Tribeca,Hotels,3.5,$$$,85 W Broadway,40.71521,-74.00913,https://www.yelp.com/biz/smyth-tribeca-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,hgxKRLRia2Yh_jDNXli9Tg
83,The Peninsula New York,Hotels,4.0,$$$$,700 5th Ave,40.7616907,-73.9753957,https://www.yelp.com/biz/the-peninsula-new-york-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Ri8krke2m4e89XYxP_PLsA
84,Arlo NoMad,Hotels,4.0,$$,11 E 31st St,40.746212,-73.9850458,https://www.yelp.com/biz/arlo-nomad-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,QxobzmaLiP_Tx6cnmpWQPg
85,Travel Inn,Hotels,2.5,$$,515 W 42nd St,40.760288,-73.995948,https://www.yelp.com/biz/travel-inn-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vcOJH2n7TWzbj6drF6QvIA
86,M Social Hotel Times Square New York,Hotels,,,226 W 52nd St New York Ny 10019,40.76277,-73.98359,,
87,Club Quarters,Hotels,4.0,$$,140 Washington St,40.709846496582,-74.0139694213867,https://www.yelp.com/biz/club-quarters-manhattan?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,giPwSjP4T0ZkXoygdbNfIA
88,The New Yorker Hotel,Hotels,2.5,$$,481 8th Ave & 34th St,40.75263,-73.99338,https://www.yelp.com/biz/the-new-yorker-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,shXAApXgDfdUnfCMwN_l2w
89,The Manhattan at Times Square Hotel,Hotels,2.0,$$,790 7th Ave 51st St,40.7619404654998,-73.9829850327311,https://www.yelp.com/biz/the-manhattan-at-times-square-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,CDBij9VtSZHaPIAGiodgmw
90,The Nolitan Hotel,Hotels,4.5,$$$,30 Kenmare St,40.7205772,-73.9953391,https://www.yelp.com/biz/the-nolitan-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,9TK6ea3GR2B6H6jErPRlTw
91,"The Standard, East Village",Hotels,3.5,$$,25 Cooper Sq,40.7278523436442,-73.9907492250947,https://www.yelp.com/biz/the-standard-east-village-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,VMGinfrQm6JQfGMUsDFBfg
92,Hotel 50 Bowery NYC,Hotels,4.5,$$,50 Bowery,40.71599,-73.99683,https://www.yelp.com/biz/hotel-50-bowery-nyc-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,GYO8lvStXGZAfFDRlOxQ1Q
93,Courtyard New York Downtown Manhattan / World Trade Center Area,Hotels,3.5,$$,133 Greenwich Street,40.7093690569023,-74.0126568062562,https://www.yelp.com/biz/courtyard-new-york-downtown-manhattan-world-trade-center-area-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,yPUiLatBIeFPaaP3MwXaOQ
94,Hyatt Place,Hotels,,,350 W 39th St,40.755971,-73.993702,,
95,PUBLIC Hotel,Hotels,2.5,$$$,215 Chrystie St,40.72307,-73.99203,https://www.yelp.com/biz/public-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,t6efAU5wYjIMd6T6eGbeWg
96,Westgate New York Grand Central,Hotels,,,304 East 42nd Street New York Ny 10017,40.7494266,-73.9719652,,
97,Hyatt Centric Times Square New York,Hotels,4.0,$$$,135 W 45th St,40.7575027,-73.9840148,https://www.yelp.com/biz/hyatt-centric-times-square-new-york-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,lSMv7ok2OBIQ4FP2C6xVhQ
98,Wythe Hotel,Hotels,3.0,$$$,80 Wythe Ave N,40.72188667,-73.958105,https://www.yelp.com/biz/wythe-hotel-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,EeQnc16aQ2-H8WN9reGGZg
99,The Benjamin,Hotels,4.0,$$$,125 E 50th St,40.75648,-73.97206,https://www.yelp.com/biz/the-benjamin-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1wdNxsW1jqieYmYi0CHlbQ
100,Hotel Edison,Hotels,3.0,$$,228 W 47th St,40.759648,-73.986134,https://www.yelp.com/biz/hotel-edison-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1nK63AUO7WeIsUgfpa8NcQ
101,Wyndham Garden Rego Park,Hotels,3.0,$$,92-77 Queens Blvd,40.7320594,-73.8664298,https://www.yelp.com/biz/wyndham-garden-rego-park-rego-park?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,i1wY8Jepibh_LojcjOeJNA
102,Chambers Hotel,Hotels,4.0,$$$,15 W 56th St,40.76281,-73.97543,https://www.yelp.com/biz/chambers-hotel-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,O2XftDtyGcUiPW40zwteSg
103,The Box House Hotel,Hotels,3.5,$$,77 Box St,40.73782,-73.95354,https://www.yelp.com/biz/the-box-house-hotel-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1Jyg_gj0yNGR8TqvOEQ4iQ
104,East Village Hotel,Hotels,4.0,$$$,147 1st Ave,40.72836,-73.98497,https://www.yelp.com/biz/east-village-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0SrF_WcRetbGWlps7ZhJNw
105,Chelsea Pines Inn,Hotels,4.0,$$,317 W 14th St,40.740295,-74.003415,https://www.yelp.com/biz/chelsea-pines-inn-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,XRt4mVzNQbXkC6mxFl7-Sg
106,MADE,Hotels,4.0,$$$,42 W 29th St,40.746296,-73.989638,https://www.yelp.com/biz/made-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,S552XBLEOFsT-efRQuNXDg
107,YOTEL New York,Hotels,3.0,$$$,570 Tenth Ave,40.7591568,-73.9954561,https://www.yelp.com/biz/yotel-new-york-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,LtVO-82pFdwjq-hwMITAPg
108,The Marcel At Gramercy Hotel,Hotels,3.5,$$,201 E 24th St,40.7394583391532,-73.9822778281936,https://www.yelp.com/biz/the-marcel-at-gramercy-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,dvmwom34Svhnc_k0OK1VjQ
109,voco The Franklin,Hotels,,,164 E 87th St,40.779734,-73.954523,,
110,Hampton Inn Manhattan-Seaport-Financial District,Hotels,3.5,$$,320 Pearl St,40.7092877829272,-74.0018302202225,https://www.yelp.com/biz/hampton-inn-manhattan-seaport-financial-district-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,4erImwfLkNUDipUSF4Ocpw
111,AC Hotel by Marriott New York Times Square,Hotels,3.5,$$,260 W 40th St,40.755402,-73.990091,https://www.yelp.com/biz/ac-hotel-by-marriott-new-york-times-square-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,teaHbyg54uqKEMAzjAf-Ug
112,Hotel Belleclaire,Hotels,3.5,$$,2175 Broadway,40.782425,-73.9811603,https://www.yelp.com/biz/hotel-belleclaire-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,j9FLBQ5PuTkWm0q0Aa5tBw
113,Aloft New York Brooklyn,Hotels,3.0,$$,216 Duffield St,40.69171,-73.98453,https://www.yelp.com/biz/aloft-new-york-brooklyn-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,PkJjSD067n6o9nnmyWNtQQ
114,Orchard Street Hotel,Hotels,3.0,$$,163 Orchard St,40.72114,-73.98881,https://www.yelp.com/biz/orchard-street-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,yZXN-Qj3x81ivd3Lr6Cjbw
115,Pod Brooklyn Hotel,Hotels,3.5,$$,247 Metropolitan Ave,40.71502,-73.95903,https://www.yelp.com/biz/pod-brooklyn-hotel-brooklyn-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,KKhFd2VBfIj5n4t0rYVMYQ
116,Holiday Inn Express New York City-Wall Street,Hotels,3.5,$$,126 Water St,40.70559,-74.00723,https://www.yelp.com/biz/holiday-inn-express-new-york-city-wall-street-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ZDJMWEI7GmMTaaZwenWt5Q
117,Hotel Riu Plaza New York Times Square,Hotels,3.0,$$$,305 W 46th St,40.759942,-73.988074,https://www.yelp.com/biz/hotel-riu-plaza-new-york-times-square-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TUWQm_jjmA6gs_wKs-NOrA
118,The Allen Hotel,Hotels,3.5,$$,88 Allen St,40.71806,-73.99069,https://www.yelp.com/biz/the-allen-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,3gHIMcUaeQHesJhYPbXjfg
119,The Greenwich Hotel,Hotels,4.5,$$$$,377 Greenwich St,40.719848,-74.009864,https://www.yelp.com/biz/the-greenwich-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,V12xO69xVoHWSXBpb3zQ4w
120,Pod 51,Hotels,3.5,$$,230 E 51st St,40.7558617771518,-73.9691277840614,https://www.yelp.com/biz/pod-51-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,PmmTXis1gCL34mg2bZ9gtw
121,1 Hotel Brooklyn Bridge,Hotels,3.5,$$$,60 Furman St,40.701729,-73.995882,https://www.yelp.com/biz/1-hotel-brooklyn-bridge-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,6H427bZqS7bqAR-tU8GKDw
122,EVEN Hotel Brooklyn,Hotels,3.5,$$,46 Nevins St,40.687842,-73.98187,https://www.yelp.com/biz/even-hotel-brooklyn-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TSWhn9EMtv8hYra-Xd2QUw
123,The Williamsburg Hotel,Hotels,3.0,$$,96 Wythe Ave,40.7215137888895,-73.9587011987419,https://www.yelp.com/biz/the-williamsburg-hotel-brooklyn-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xsrzs3lSD2-xG889sLqAXA
124,Henry Norman Hotel,Hotels,4.0,$$,251 N Henry St,40.7280006,-73.9442368,https://www.yelp.com/biz/henry-norman-hotel-greenpoint?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,nzv7QCUPH-QKzNHfUnsN8w
125,Hampton Inn Manhattan-Chelsea,Hotels,4.0,$$,108 W 24th St,40.7436548,-73.9930707,https://www.yelp.com/biz/hampton-inn-manhattan-chelsea-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,aCruJ1jAhr6iluwWLqP_vw
126,The Broome Hotel New York,Hotels,4.5,$$$,431 Broome St,40.721297,-73.9993957,https://www.yelp.com/biz/the-broome-nyc-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,LSO3Ql7e_Y9nFJmnWdbTPg
127,The Moderne Hotel,Hotels,3.5,$$,243 W 55th St,40.76516,-73.98294,https://www.yelp.com/biz/the-moderne-hotel-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ZoFin2VDJSK2U3QQ2su8tw
128,Cambria Hotel New York - Chelsea,Hotels,4.5,$$,123 W 28th St,40.746727,-73.991567,https://www.yelp.com/biz/cambria-hotel-new-york-chelsea-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,qLV7zNf9CE6C1Nsb3i20PQ
129,Moxy NYC East Village,Hotels,,,112 E 11th St,40.731601,-73.989509,,
130,Freehand New York,Hotels,3.5,$$,23 Lexington Avenue,40.7395562,-73.9845026,https://www.yelp.com/biz/freehand-new-york-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,7OFXPjl-7kI2d4Tji6QjMw
131,Park Terrace Hotel,Hotels,,,18 W 40th St,40.75249,-73.9831,,
132,Red Roof Inn Parsippany,Hotels,2.5,$,855 US Hwy 46,40.861361,-74.378122,https://www.yelp.com/biz/red-roof-inn-parsippany-parsippany?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,P4Uu0jGobqaIga_p6Y8zMQ
