,Lodging,Type,Rating,Price,Address,Lat,Lng,url,ID
74,Ashley Hotel,Hotels,2.0,££,17 Norfolk Square,51.5156759,-0.1731871,https://www.yelp.com/biz/ashley-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,9uUErn3j8w-zS4RWCNRRWg
75,Winrose Hotel,Hotels,,,24 Sussex Gardens,51.517925,-0.168513,,
76,Hyatt Place London Heathrow Airport,Hotels,3.5,££,Bath Road,51.48194,-0.468295,https://www.yelp.com/biz/hyatt-place-london-heathrow-airport-west-drayton?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,9MTcoVa_VYrReyTXDAoE-Q
77,The Marylebone Hotel,Hotels,4.0,£££,47 Welbeck Street,51.5180684097082,-0.149774551391602,https://www.yelp.com/biz/the-marylebone-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,NDkrcHjLSobKPzbwFLF3Vw
78,Best Western - The Delmere Hotel,Hotels,3.5,££,130 Sussex Gardens,51.5156027,-0.1723232,https://www.yelp.com/biz/best-western-the-delmere-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,m9r6Mr04wtMNgNkz_8XCxA
79,acton town flowers,Hotels,,,gunnesbury lane,51.503071,-0.2803027,,
80,Euro Lodge Clapham,Hotels,2.0,£,90 Clapham Common South,51.4621032,-0.1364988,https://www.yelp.com/biz/euro-lodge-clapham-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,eu9fOjyGjkEpdiRtQkEZGw
81,Haven Hotel London,Hotels,,,6-8 Sussex Gardens,51.5180827808994,-0.168051451944047,,
82,Melville Hotel,Hotels,,,38-39 Argyle Square,51.5286638,-0.1225448,,
83,Enrico Hotel,Hotels,3.0,£,77-79 Warwick Way,51.4915521,-0.142754,https://www.yelp.com/biz/enrico-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,2J0uQcUc6aNQADduFETZgA
84,The Cardiff Hotel,Hotels,3.0,££,5-9 Norfolk Square,51.515485,-0.173525,https://www.yelp.com/biz/the-cardiff-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Z50KRn0AFicRm8DF8Y4RcA
85,Novotel London Waterloo,Hotels,3.5,££,113 Lambeth Road,51.4944,-0.118589,https://www.yelp.com/biz/novotel-london-waterloo-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,rOWNJSuO-xxFAYQ2_VDJAw
86,Mayflower Hotel,Hotels,3.0,££,26-28 Trebovir Road,51.4915779,-0.1948909,https://www.yelp.com/biz/mayflower-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,HaMTe7qGpk_yeOppLORk_A
87,Dylan Hotel,Hotels,3.0,£,14 Devonshire Terrace,51.514398,-0.180487,https://www.yelp.com/biz/dylan-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1YJ238GUBSgvIvBvpG5V3g
88,Mulberry Lodge,Hotels,,,Newgate Street,51.7428213,-0.1206003,,
89,The 29,Hotels,2.5,££,29-31 st Georges Drive,51.49053588,-0.14375034,https://www.yelp.com/biz/the-29-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,jtoQsYmVeOyM9rxJxhO-BQ
90,Jurys Inn London Watford,Hotels,3.0,££,Clarendon Road,51.658375,-0.3969324,https://www.yelp.com/biz/jurys-inn-london-watford-watford?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,FQOkLro9QvLrIdPLVNr2uw
91,The Montcalm Brewery London City,Hotels,4.0,£££,52 Chiswell Street,51.5205,-0.0873,https://www.yelp.com/biz/the-montcalm-brewery-london-city-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,50biOiXtGFiWZb-E4L_zdQ
92,Oliver Plaza Hotel,Hotels,3.0,££,Trebovir Road 33,51.4919267,-0.1951411,https://www.yelp.com/biz/oliver-plaza-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,aKe6DVefXlLOKjCGavo4rA
93,Astoria,Hotels,,,100 Sussex Gardens,51.5162806,-0.171186,,
94,The Hotel Cavendish,Hotels,1.5,£££,75 Gower Street,51.5219523,-0.132266,https://www.yelp.com/biz/the-hotel-cavendish-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,HloPGYjpsxeJ7aX_-5bnAg
95,Whiteleaf Hotel,Hotels,,,66 Inverness Terrace,51.512868,-0.186255,,
96,Dolphin Hotels,Hotels,3.0,£,34 Norfolk Square,51.5161976,-0.1734646,https://www.yelp.com/biz/dolphin-hotels-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ZB4cIBjZWVtWsvpb9F3Oow
97,The Judd Hotel,Hotels,2.0,££,47 Cartwright Gardens,51.5262344,-0.1269806,https://www.yelp.com/biz/the-judd-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,XzWdh64cZIbz-yJxBH-jeA
98,Lidos Hotel,Hotels,3.0,££,45 Belgrave Road,51.4908149,-0.1387927,https://www.yelp.com/biz/lidos-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,fN-Av4WNcV1MDHJaHbMC2w
99,Belgrave House Hotel,Hotels,1.5,££,30 Belgrave Road,51.491972,-0.142183,https://www.yelp.com/biz/belgrave-house-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,glao2ngdfXgIJxTKWIUeiw
100,Oxford Hotel,Hotels,4.0,£,Craven Terrace 13,51.5128865,-0.1789027,https://www.yelp.com/biz/oxford-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,rB6MY390hY61lHJNCKUEbQ
101,Beaver Hotel,Hotels,2.5,£,57-59 Philbeach Gardens,51.4914752,-0.2005084,https://www.yelp.com/biz/beaver-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,mwjvmfyoqNdyNsK2kM-k7A
102,The Earls Court Hotel,Hotels,4.0,££,28 Warwick Road,51.4897242,-0.1931678,https://www.yelp.com/biz/the-earls-court-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,imHAd4V_3YNxf03F3xU92g
103,The Wedgewood,Hotels,,,49-51 Leinster Square,51.513717,-0.192289,,
104,Parkwood Hotel,Hotels,4.0,££,4 Stanhope Place,51.5134305,-0.1631722,https://www.yelp.com/biz/parkwood-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-h1xcSqH5R2kXZm9rZWSiQ
105,Amsterdam Hotel London,Hotels,3.5,££,7 Trebovir Road,51.49234,-0.1945342,https://www.yelp.com/biz/amsterdam-hotel-london-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,a_47bK9uu14sEMhqfS_MlA
106,Lord Jim,Hotels,3.0,££,25 Penywern Road,51.4906453,-0.1936547,https://www.yelp.com/biz/lord-jim-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SZNqYSr8vHPCXd454jmKAA
107,Comfort Inn,Hotels,2.0,£,6-14 Pembridge Gardens,51.509479,-0.196794,https://www.yelp.com/biz/comfort-inn-london-8?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,3y68o7Mh4NCqn_FrUPnikg
108,Nayland Hotel,Hotels,3.0,£,132 Sussex Gardens,51.515764,-0.17239,https://www.yelp.com/biz/nayland-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1wrny1J_kfbwY3KiqgxIPw
109,Earls Court Gardens Hotel,Hotels,,,36 Earls Court Gardens,51.4933588,-0.1910702,,
110,Holiday Inn ,Hotels,3.5,££,Carburton Street,51.5225489331923,-0.142724030932378,https://www.yelp.com/biz/holiday-inn-london-27?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,hLzmh0Lq2cHJDDntlnNeuw
111,Abcone Hotel,Hotels,,,10 Ashburn Gardens,51.493889,-0.185914,,
112,Elysee Hotel,Hotels,2.5,££,25-26 Craven Terrace,51.5124984405647,-0.178195238113403,https://www.yelp.com/biz/elysee-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TgC3maFRFcClxLCiLhtsFg
113,The Cromwell Crown Hotel,Hotels,1.0,££,139-141 Cromwell Road,51.4945093,-0.1878368,https://www.yelp.com/biz/the-cromwell-crown-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,p1oGY060KOieh5yUxYOiMQ
114,The Jenkins Hotel,Hotels,4.0,£££,45 Cartwright Gardens,51.5268478,-0.1276618,https://www.yelp.com/biz/the-jenkins-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,_WyEsL3rzWcSHgorKF30vA
115,Holiday Villa Hotel,Hotels,2.5,££,37 Leinster Gardens,51.5141023,-0.1840263,https://www.yelp.com/biz/holiday-villa-hotel-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,KcsWxMD--0lcbJyNftO-bw
116,DORSETT,Hotels,4.0,££,58 Shepherds Bush Green,51.5040567,-0.2246746,https://www.yelp.com/biz/dorsett-london-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,AW3ZBSBgVBYU3k6nWi7ygg
117,Chiswick Court Hotel,Hotels,1.5,£,39 Bath Road,51.4967748,-0.2510061,https://www.yelp.com/biz/chiswick-court-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,71zkj0U8fsFPFIBP9DrvoA
118,Hotel Montana,Hotels,4.0,£,16-17 Argyle Square,51.5291364,-0.1217579,https://www.yelp.com/biz/hotel-montana-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,BCnri2b-wmuIzmivwAMhKg
119,Thanet Hotel,Hotels,4.0,££,8 Bedford Place,51.5201551,-0.12396,https://www.yelp.com/biz/thanet-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,rsKWux6LkLSIrXMYoNmgdg
120,Sir Alfred Hitchcock Hotel,Hotels,4.0,£,147 Whipps Cross Road,51.5767298,0.0116831,https://www.yelp.com/biz/sir-alfred-hitchcock-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,-xh3JmyLCMXkvfZH0L7P6Q
121,Charlies Hotel,Hotels,4.0,£,63 Anson Road,51.5553807,-0.1298956,https://www.yelp.com/biz/charlies-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Uyat8azSbi1oCNDWrbGvdw
122,Twenty Nevern Square Hotel,Hotels,4.0,££,20 Nevern Square,51.4916,-0.1963035,https://www.yelp.com/biz/twenty-nevern-square-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,W23J8tW_5vTiJo9fBpNEag
123,Cherry Court Hotel,Hotels,4.0,££,23 Hugh Street,51.4925203,-0.1450402,https://www.yelp.com/biz/cherry-court-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,2QQbF5bre2duA2a_s7ekzQ
124,Hendon Hall Hotel,Hotels,4.5,£££,Ashley Lane,51.5942603,-0.2190554,https://www.yelp.com/biz/hendon-hall-hotel-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,n_nORKBSVGadwr_4QPUMPw
125,The Georgian House,Hotels,3.0,£££,37 St Georges Drive,51.4904958,-0.1438013,https://www.yelp.com/biz/the-georgian-house-london?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,n_HgrUGU9WT91mSlBEYEHg
